param,slope,T,T_fac
b_T_fac24:log10_dose,-1.0981552257068286,24,24
b_T_fac26:log10_dose,-0.9281734142484532,26,26
b_T_fac27:log10_dose,-0.27874901813109465,27,27
b_T_fac28:log10_dose,-0.4522355210467715,28,28
b_T_fac15:log10_dose,-0.7796847131282253,15,15
b_T_fac18:log10_dose,-0.5363906014483524,18,18
b_T_fac21:log10_dose,-0.5008781409341339,21,21
b_T_fac24:log10_dose,-1.0587374689303464,24,24
b_T_fac26:log10_dose,-0.4145977109738042,26,26
b_T_fac27:log10_dose,-0.2618972817049618,27,27
b_T_fac28:log10_dose,-0.31745071039031864,28,28
b_T_fac15:log10_dose,-0.7610838476847285,15,15
b_T_fac18:log10_dose,-0.6013642299677305,18,18
b_T_fac21:log10_dose,-0.6030715754581538,21,21
b_T_fac24:log10_dose,-1.1907228141747574,24,24
b_T_fac26:log10_dose,-0.5421806484971826,26,26
b_T_fac27:log10_dose,-0.34312846936718594,27,27
b_T_fac28:log10_dose,-0.4255749777763951,28,28
b_T_fac15:log10_dose,-1.2180904360199847,15,15
b_T_fac18:log10_dose,-0.331186264944762,18,18
b_T_fac21:log10_dose,-0.6445715959435809,21,21
b_T_fac24:log10_dose,-0.9379754045628819,24,24
b_T_fac26:log10_dose,-0.5582653634316291,26,26
b_T_fac27:log10_dose,-0.1704925562436305,27,27
b_T_fac28:log10_dose,-0.4542251105072456,28,28
b_T_fac15:log10_dose,-0.7722933347486235,15,15
b_T_fac18:log10_dose,-0.5965676617092995,18,18
b_T_fac21:log10_dose,-0.6060201982749885,21,21
b_T_fac24:log10_dose,-1.1694261394529744,24,24
b_T_fac26:log10_dose,-0.5723586773679474,26,26
b_T_fac27:log10_dose,-0.3045559926554612,27,27
b_T_fac28:log10_dose,-0.44385576789941156,28,28
b_T_fac15:log10_dose,-0.850978714969443,15,15
b_T_fac18:log10_dose,-0.5067444366810224,18,18
b_T_fac21:log10_dose,-0.4474237189814027,21,21
b_T_fac24:log10_dose,-1.355896846179297,24,24
b_T_fac26:log10_dose,-0.6311974530218245,26,26
b_T_fac27:log10_dose,-0.06855949972520914,27,27
b_T_fac28:log10_dose,-0.4720332709284126,28,28
b_T_fac15:log10_dose,-0.7469827243166974,15,15
b_T_fac18:log10_dose,-0.32149172998482173,18,18
b_T_fac21:log10_dose,-0.6233684151358753,21,21
b_T_fac24:log10_dose,-0.8848398985237458,24,24
b_T_fac26:log10_dose,-0.297048581237175,26,26
b_T_fac27:log10_dose,-0.14158883168661002,27,27
b_T_fac28:log10_dose,-0.4924643857912234,28,28
b_T_fac15:log10_dose,-1.2260929233429492,15,15
b_T_fac18:log10_dose,-0.7226173487316255,18,18
b_T_fac21:log10_dose,-0.5434696228766165,21,21
b_T_fac24:log10_dose,-1.275815461450823,24,24
b_T_fac26:log10_dose,-0.9254602317854951,26,26
b_T_fac27:log10_dose,-0.34890572769833605,27,27
b_T_fac28:log10_dose,-0.5790565043031315,28,28
b_T_fac15:log10_dose,-0.6749263319967779,15,15
b_T_fac18:log10_dose,-0.11953724342482192,18,18
b_T_fac21:log10_dose,-1.0248243493603746,21,21
b_T_fac24:log10_dose,-1.186845315974866,24,24
b_T_fac26:log10_dose,-0.4524447870481521,26,26
b_T_fac27:log10_dose,-0.1568181753343754,27,27
b_T_fac28:log10_dose,-0.2599507901986457,28,28
b_T_fac15:log10_dose,-1.3886844292915081,15,15
b_T_fac18:log10_dose,-0.6105908136238531,18,18
b_T_fac21:log10_dose,-0.36490642655532407,21,21
b_T_fac24:log10_dose,-1.1379466666713982,24,24
b_T_fac26:log10_dose,-0.6825284748921074,26,26
b_T_fac27:log10_dose,-0.1394797723667677,27,27
b_T_fac28:log10_dose,-0.6763512795158304,28,28
b_T_fac15:log10_dose,-0.6954632146757144,15,15
b_T_fac18:log10_dose,-0.026124958766077472,18,18
b_T_fac21:log10_dose,-0.9455220633265213,21,21
b_T_fac24:log10_dose,-1.1935519240874644,24,24
b_T_fac26:log10_dose,-0.547032195765802,26,26
b_T_fac27:log10_dose,-0.3155841147188019,27,27
b_T_fac28:log10_dose,-0.4913940809682112,28,28
b_T_fac15:log10_dose,-1.4120988051503593,15,15
b_T_fac18:log10_dose,-0.38721964765582917,18,18
b_T_fac21:log10_dose,-0.46277856506328996,21,21
b_T_fac24:log10_dose,-0.9916718342144805,24,24
b_T_fac26:log10_dose,-0.7225846227306766,26,26
b_T_fac27:log10_dose,-0.030438334999444414,27,27
b_T_fac28:log10_dose,-0.3696437772621231,28,28
b_T_fac15:log10_dose,-0.8826097262114576,15,15
b_T_fac18:log10_dose,-0.3479915021247756,18,18
b_T_fac21:log10_dose,-0.5930029484620013,21,21
b_T_fac24:log10_dose,-1.2042267219694525,24,24
b_T_fac26:log10_dose,-0.6359535085096236,26,26
b_T_fac27:log10_dose,-0.18332806850535288,27,27
b_T_fac28:log10_dose,-0.76805808215387,28,28
b_T_fac15:log10_dose,-0.9270962012919266,15,15
b_T_fac18:log10_dose,-0.5411392668004389,18,18
b_T_fac21:log10_dose,-0.491568606063248,21,21
b_T_fac24:log10_dose,-1.0347874044074563,24,24
b_T_fac26:log10_dose,-0.8504640110723727,26,26
b_T_fac27:log10_dose,-0.02625670651192951,27,27
b_T_fac28:log10_dose,-0.6688192753045371,28,28
b_T_fac15:log10_dose,-1.1628244109116253,15,15
b_T_fac18:log10_dose,-0.2378929256674185,18,18
b_T_fac21:log10_dose,-0.5660757072037667,21,21
b_T_fac24:log10_dose,-1.0686443355309678,24,24
b_T_fac26:log10_dose,-0.5815133795119977,26,26
b_T_fac27:log10_dose,-0.4158143935363442,27,27
b_T_fac28:log10_dose,-0.7712246410191677,28,28
b_T_fac15:log10_dose,-1.1798606317941212,15,15
b_T_fac18:log10_dose,-0.26901619151575795,18,18
b_T_fac21:log10_dose,-0.6186153212536025,21,21
b_T_fac24:log10_dose,-1.0989746364442168,24,24
b_T_fac26:log10_dose,-0.5327987281643675,26,26
b_T_fac27:log10_dose,-0.39602982812050463,27,27
b_T_fac28:log10_dose,-0.6966787060895637,28,28
b_T_fac15:log10_dose,-0.7731631125591791,15,15
b_T_fac18:log10_dose,-0.47719641971000837,18,18
b_T_fac21:log10_dose,-0.47555675400928804,21,21
b_T_fac24:log10_dose,-1.2921482737103434,24,24
b_T_fac26:log10_dose,-0.6427544099933373,26,26
b_T_fac27:log10_dose,-0.3092894973544271,27,27
b_T_fac28:log10_dose,-0.4107402968390546,28,28
b_T_fac15:log10_dose,-1.096069913204901,15,15
b_T_fac18:log10_dose,-0.376622287971176,18,18
b_T_fac21:log10_dose,-0.6639375899556884,21,21
b_T_fac24:log10_dose,-1.351115525371562,24,24
b_T_fac26:log10_dose,-0.722786436246813,26,26
b_T_fac27:log10_dose,-0.4207735260940621,27,27
b_T_fac28:log10_dose,-0.7347177576767868,28,28
b_T_fac15:log10_dose,-0.8602677856378459,15,15
b_T_fac18:log10_dose,-0.240741413176623,18,18
b_T_fac21:log10_dose,-0.4563950344645405,21,21
b_T_fac24:log10_dose,-1.0784528016232744,24,24
b_T_fac26:log10_dose,-0.8147090971730818,26,26
b_T_fac27:log10_dose,-0.15235208820422813,27,27
b_T_fac28:log10_dose,-0.3533229714652827,28,28
b_T_fac15:log10_dose,-1.02332609389666,15,15
b_T_fac18:log10_dose,-0.7809596047968241,18,18
b_T_fac21:log10_dose,-0.34323975868519147,21,21
b_T_fac24:log10_dose,-1.3861819955344266,24,24
b_T_fac26:log10_dose,-0.7056539032548242,26,26
b_T_fac27:log10_dose,-0.2896912774264814,27,27
b_T_fac28:log10_dose,-0.5365719295387616,28,28
b_T_fac15:log10_dose,-1.202931959824671,15,15
b_T_fac18:log10_dose,-0.4258427377599402,18,18
b_T_fac21:log10_dose,-0.6405701693289301,21,21
b_T_fac24:log10_dose,-0.9459850967348774,24,24
b_T_fac26:log10_dose,-0.4650357211195392,26,26
b_T_fac27:log10_dose,-0.22629561587590213,27,27
b_T_fac28:log10_dose,-0.5126846733556059,28,28
b_T_fac15:log10_dose,-1.1117787936665235,15,15
b_T_fac18:log10_dose,-0.7105218205091223,18,18
b_T_fac21:log10_dose,-0.6466025499983957,21,21
b_T_fac24:log10_dose,-0.8768613715297583,24,24
b_T_fac26:log10_dose,-0.5536939022588884,26,26
b_T_fac27:log10_dose,-0.2923291901918943,27,27
b_T_fac28:log10_dose,-0.3319816679509588,28,28
b_T_fac15:log10_dose,-0.9959524097964438,15,15
b_T_fac18:log10_dose,-0.16323851964374395,18,18
b_T_fac21:log10_dose,-0.7701627444333431,21,21
b_T_fac24:log10_dose,-1.2764121358993257,24,24
b_T_fac26:log10_dose,-0.5474491206858496,26,26
b_T_fac27:log10_dose,-0.17968436233306612,27,27
b_T_fac28:log10_dose,-0.6055667373070605,28,28
b_T_fac15:log10_dose,-1.0413431439479084,15,15
b_T_fac18:log10_dose,-0.44691896437891765,18,18
b_T_fac21:log10_dose,-0.6133557735410727,21,21
b_T_fac24:log10_dose,-1.18682107579981,24,24
b_T_fac26:log10_dose,-0.7992011506451006,26,26
b_T_fac27:log10_dose,-0.2582431882662299,27,27
b_T_fac28:log10_dose,-0.46582477701823305,28,28
b_T_fac15:log10_dose,-1.0775249931460382,15,15
b_T_fac18:log10_dose,-0.40389469557622315,18,18
b_T_fac21:log10_dose,-0.6196483471247464,21,21
b_T_fac24:log10_dose,-1.2231285664810194,24,24
b_T_fac26:log10_dose,-0.7107378823695725,26,26
b_T_fac27:log10_dose,-0.20141898119012291,27,27
b_T_fac28:log10_dose,-0.38532496524009413,28,28
b_T_fac15:log10_dose,-0.7342294825387694,15,15
b_T_fac18:log10_dose,-0.5333030710151097,18,18
b_T_fac21:log10_dose,-0.5858326507525877,21,21
b_T_fac24:log10_dose,-1.2063307615956318,24,24
b_T_fac26:log10_dose,-0.35179778539107975,26,26
b_T_fac27:log10_dose,-0.023940652906245738,27,27
b_T_fac28:log10_dose,-0.7526814454178443,28,28
b_T_fac15:log10_dose,-0.9482798129991354,15,15
b_T_fac18:log10_dose,-0.6277246704665069,18,18
b_T_fac21:log10_dose,-0.4353729832493245,21,21
b_T_fac24:log10_dose,-1.218340915906944,24,24
b_T_fac26:log10_dose,-0.7380679907258371,26,26
b_T_fac27:log10_dose,-0.5699732553422544,27,27
b_T_fac28:log10_dose,-0.45150496805082424,28,28
b_T_fac15:log10_dose,-0.9681298973151687,15,15
b_T_fac18:log10_dose,-0.17313553865267967,18,18
b_T_fac21:log10_dose,-0.7048244508497734,21,21
b_T_fac24:log10_dose,-1.2370174972370518,24,24
b_T_fac26:log10_dose,-0.5719321366768675,26,26
b_T_fac27:log10_dose,0.05595709716753772,27,27
b_T_fac28:log10_dose,-0.49777767741741735,28,28
b_T_fac15:log10_dose,-0.9184285355483899,15,15
b_T_fac18:log10_dose,-0.31873358846160343,18,18
b_T_fac21:log10_dose,-0.3262935597559447,21,21
b_T_fac24:log10_dose,-1.1594526726577088,24,24
b_T_fac26:log10_dose,-0.5823112440477709,26,26
b_T_fac27:log10_dose,-0.41821982461673957,27,27
b_T_fac28:log10_dose,-0.5130438486900806,28,28
b_T_fac15:log10_dose,-1.136378748929196,15,15
b_T_fac18:log10_dose,-0.4966825567525528,18,18
b_T_fac21:log10_dose,-0.669047714899717,21,21
b_T_fac24:log10_dose,-1.4571329842916267,24,24
b_T_fac26:log10_dose,-0.5127569662463104,26,26
b_T_fac27:log10_dose,-0.14699878578004877,27,27
b_T_fac28:log10_dose,-0.5803633686206081,28,28
b_T_fac15:log10_dose,-0.9669490637032436,15,15
b_T_fac18:log10_dose,-0.37531219800840665,18,18
b_T_fac21:log10_dose,-1.0960595365222832,21,21
b_T_fac24:log10_dose,-0.773724018597425,24,24
b_T_fac26:log10_dose,-0.6899786834821382,26,26
b_T_fac27:log10_dose,-0.17054274405680847,27,27
b_T_fac28:log10_dose,-0.31437656631402905,28,28
b_T_fac15:log10_dose,-0.8430984486690826,15,15
b_T_fac18:log10_dose,-0.25749393718749347,18,18
b_T_fac21:log10_dose,-0.5589013192660827,21,21
b_T_fac24:log10_dose,-1.299735420477251,24,24
b_T_fac26:log10_dose,-0.40964954131443637,26,26
b_T_fac27:log10_dose,-0.32146654058615637,27,27
b_T_fac28:log10_dose,-0.5522281928858366,28,28
b_T_fac15:log10_dose,-0.9799976507466451,15,15
b_T_fac18:log10_dose,-0.3548360755929609,18,18
b_T_fac21:log10_dose,-0.6844770706398796,21,21
b_T_fac24:log10_dose,-1.232106025235472,24,24
b_T_fac26:log10_dose,-0.6723429087844471,26,26
b_T_fac27:log10_dose,-0.323644472117921,27,27
b_T_fac28:log10_dose,-0.3648469968886158,28,28
b_T_fac15:log10_dose,-0.9522798748273271,15,15
b_T_fac18:log10_dose,-0.5222149293522012,18,18
b_T_fac21:log10_dose,-0.8279915135368623,21,21
b_T_fac24:log10_dose,-0.8315998975115262,24,24
b_T_fac26:log10_dose,-0.5700316478262517,26,26
b_T_fac27:log10_dose,-0.08008479884933892,27,27
b_T_fac28:log10_dose,-0.43215620297776114,28,28
b_T_fac15:log10_dose,-0.9524064057559156,15,15
b_T_fac18:log10_dose,-0.3795402569380303,18,18
b_T_fac21:log10_dose,-0.6950110604001151,21,21
b_T_fac24:log10_dose,-1.0480265169881804,24,24
b_T_fac26:log10_dose,-0.3704074817550079,26,26
b_T_fac27:log10_dose,-0.43514113465537013,27,27
b_T_fac28:log10_dose,-0.4568026988696421,28,28
b_T_fac15:log10_dose,-0.9687026539877928,15,15
b_T_fac18:log10_dose,-0.4608143692218711,18,18
b_T_fac21:log10_dose,-0.5827701674427885,21,21
b_T_fac24:log10_dose,-1.0350137815940659,24,24
b_T_fac26:log10_dose,-0.15720148153684976,26,26
b_T_fac27:log10_dose,-0.2655397526372296,27,27
b_T_fac28:log10_dose,-0.3773429485851987,28,28
b_T_fac15:log10_dose,-0.9105017052718077,15,15
b_T_fac18:log10_dose,-0.11940061759067311,18,18
b_T_fac21:log10_dose,-0.44917647222685847,21,21
b_T_fac24:log10_dose,-0.8539862278723571,24,24
b_T_fac26:log10_dose,-0.40463798060162814,26,26
b_T_fac27:log10_dose,-0.4379161890430422,27,27
b_T_fac28:log10_dose,-0.22194237283973317,28,28
b_T_fac15:log10_dose,-0.9977957297615161,15,15
b_T_fac18:log10_dose,-0.4390710564164314,18,18
b_T_fac21:log10_dose,-0.6557187077839501,21,21
b_T_fac24:log10_dose,-1.0614783314073701,24,24
b_T_fac26:log10_dose,-0.5583995958940183,26,26
b_T_fac27:log10_dose,-0.24547135018259672,27,27
b_T_fac28:log10_dose,-0.46788569283098047,28,28
b_T_fac15:log10_dose,-1.2540031082685292,15,15
b_T_fac18:log10_dose,-0.4040999054406896,18,18
b_T_fac21:log10_dose,-0.6401570067867104,21,21
b_T_fac24:log10_dose,-0.9981074193420982,24,24
b_T_fac26:log10_dose,-0.47315767269320036,26,26
b_T_fac27:log10_dose,-0.7169166015695914,27,27
b_T_fac28:log10_dose,-0.4140078916554069,28,28
b_T_fac15:log10_dose,-1.325441024202849,15,15
b_T_fac18:log10_dose,-0.589341741818261,18,18
b_T_fac21:log10_dose,-0.9588118552336804,21,21
b_T_fac24:log10_dose,-0.9080955779736609,24,24
b_T_fac26:log10_dose,-0.4561536773243538,26,26
b_T_fac27:log10_dose,-0.155813411259416,27,27
b_T_fac28:log10_dose,-0.36404351992929623,28,28
b_T_fac15:log10_dose,-0.9451364449114087,15,15
b_T_fac18:log10_dose,-0.4561828065597055,18,18
b_T_fac21:log10_dose,-0.6568521837323996,21,21
b_T_fac24:log10_dose,-1.4213652059227486,24,24
b_T_fac26:log10_dose,-0.5076057726802873,26,26
b_T_fac27:log10_dose,-0.43958085572171207,27,27
b_T_fac28:log10_dose,-0.49567628470063396,28,28
b_T_fac15:log10_dose,-1.0242068182569197,15,15
b_T_fac18:log10_dose,-0.08141288303755087,18,18
b_T_fac21:log10_dose,-0.8138347940757524,21,21
b_T_fac24:log10_dose,-1.181576158998402,24,24
b_T_fac26:log10_dose,-0.7652743300658921,26,26
b_T_fac27:log10_dose,-0.5546904846941638,27,27
b_T_fac28:log10_dose,-0.39227010872198936,28,28
b_T_fac15:log10_dose,-0.9445260183737425,15,15
b_T_fac18:log10_dose,-0.4506891104197539,18,18
b_T_fac21:log10_dose,-0.07276055599780294,21,21
b_T_fac24:log10_dose,-0.9148454890285148,24,24
b_T_fac26:log10_dose,-0.5276592393189791,26,26
b_T_fac27:log10_dose,-0.10307951579924289,27,27
b_T_fac28:log10_dose,-0.5937582176934291,28,28
b_T_fac15:log10_dose,-0.9546282404073827,15,15
b_T_fac18:log10_dose,-0.2796984838962317,18,18
b_T_fac21:log10_dose,-0.6306418491184806,21,21
b_T_fac24:log10_dose,-1.0505511457676584,24,24
b_T_fac26:log10_dose,-0.6039428525981965,26,26
b_T_fac27:log10_dose,-0.37770093136160027,27,27
b_T_fac28:log10_dose,-0.4324864651394851,28,28
b_T_fac15:log10_dose,-1.2223219017485316,15,15
b_T_fac18:log10_dose,-0.3438865821963466,18,18
b_T_fac21:log10_dose,-0.7537148014631141,21,21
b_T_fac24:log10_dose,-1.3184061158815363,24,24
b_T_fac26:log10_dose,-0.6541273725256438,26,26
b_T_fac27:log10_dose,-0.1852643554379406,27,27
b_T_fac28:log10_dose,-0.3343971148591647,28,28
b_T_fac15:log10_dose,-0.47841756784576406,15,15
b_T_fac18:log10_dose,-0.5701452487376452,18,18
b_T_fac21:log10_dose,-0.24982264238385615,21,21
b_T_fac24:log10_dose,-1.1445684165943446,24,24
b_T_fac26:log10_dose,-0.6453441930603658,26,26
b_T_fac27:log10_dose,-0.2585186863850134,27,27
b_T_fac28:log10_dose,-0.8458733972088633,28,28
b_T_fac15:log10_dose,-0.9358235889709727,15,15
b_T_fac18:log10_dose,-0.22289678366157595,18,18
b_T_fac21:log10_dose,-0.6323530601726084,21,21
b_T_fac24:log10_dose,-1.0277104282562002,24,24
b_T_fac26:log10_dose,-0.777306244450138,26,26
b_T_fac27:log10_dose,-0.21631103906330382,27,27
b_T_fac28:log10_dose,-0.39838319888461826,28,28
b_T_fac15:log10_dose,-0.8817347024011708,15,15
b_T_fac18:log10_dose,-0.5791449587114442,18,18
b_T_fac21:log10_dose,-0.5853679145239631,21,21
b_T_fac24:log10_dose,-1.2720799442162873,24,24
b_T_fac26:log10_dose,-0.7323172730711345,26,26
b_T_fac27:log10_dose,-0.276783130522069,27,27
b_T_fac28:log10_dose,-0.7242297571853841,28,28
b_T_fac15:log10_dose,-0.864590886075994,15,15
b_T_fac18:log10_dose,-0.3083872511781282,18,18
b_T_fac21:log10_dose,-0.5545399734627001,21,21
b_T_fac24:log10_dose,-1.1349891087543431,24,24
b_T_fac26:log10_dose,-0.6893774390956439,26,26
b_T_fac27:log10_dose,-0.36634808098173016,27,27
b_T_fac28:log10_dose,-0.572624084767914,28,28
b_T_fac15:log10_dose,-1.100829368627927,15,15
b_T_fac18:log10_dose,-0.46252671530144557,18,18
b_T_fac21:log10_dose,-0.7818284199369514,21,21
b_T_fac24:log10_dose,-1.0966551849685904,24,24
b_T_fac26:log10_dose,-0.632748226515578,26,26
b_T_fac27:log10_dose,-0.21422959794719995,27,27
b_T_fac28:log10_dose,-0.6777690550863696,28,28
b_T_fac15:log10_dose,-1.1296268391589561,15,15
b_T_fac18:log10_dose,-0.23716907214128344,18,18
b_T_fac21:log10_dose,-0.5946668226886644,21,21
b_T_fac24:log10_dose,-1.3378378032690657,24,24
b_T_fac26:log10_dose,-0.6518363700973505,26,26
b_T_fac27:log10_dose,-0.3137161173233893,27,27
b_T_fac28:log10_dose,-0.20033662683697315,28,28
b_T_fac15:log10_dose,-1.1113721740522553,15,15
b_T_fac18:log10_dose,-0.30783629199288837,18,18
b_T_fac21:log10_dose,-0.5678631602068771,21,21
b_T_fac24:log10_dose,-1.3524756034620575,24,24
b_T_fac26:log10_dose,-0.6386712931258887,26,26
b_T_fac27:log10_dose,-0.3324173713404443,27,27
b_T_fac28:log10_dose,-0.28896968533765094,28,28
b_T_fac15:log10_dose,-1.202453873696097,15,15
b_T_fac18:log10_dose,-0.30326955304088155,18,18
b_T_fac21:log10_dose,-0.7821442770236083,21,21
b_T_fac24:log10_dose,-1.0624619454159185,24,24
b_T_fac26:log10_dose,-0.7322653716218105,26,26
b_T_fac27:log10_dose,-0.24142905856280852,27,27
b_T_fac28:log10_dose,-0.592037315697417,28,28
b_T_fac15:log10_dose,-1.0365830546100963,15,15
b_T_fac18:log10_dose,-0.5242122136093115,18,18
b_T_fac21:log10_dose,-0.46741022459675535,21,21
b_T_fac24:log10_dose,-1.4070057511345786,24,24
b_T_fac26:log10_dose,-0.3609287392408761,26,26
b_T_fac27:log10_dose,-0.28419093929904593,27,27
b_T_fac28:log10_dose,-0.17762794054156145,28,28
b_T_fac15:log10_dose,-0.9891223783951579,15,15
b_T_fac18:log10_dose,-0.4735666691264323,18,18
b_T_fac21:log10_dose,-0.665419510444269,21,21
b_T_fac24:log10_dose,-0.8258202794908739,24,24
b_T_fac26:log10_dose,-0.6587228254304308,26,26
b_T_fac27:log10_dose,0.013442418331066805,27,27
b_T_fac28:log10_dose,-0.7527306760586788,28,28
b_T_fac15:log10_dose,-1.2335509302368246,15,15
b_T_fac18:log10_dose,-0.30705135228670455,18,18
b_T_fac21:log10_dose,-0.734952891830266,21,21
b_T_fac24:log10_dose,-1.3569932496341461,24,24
b_T_fac26:log10_dose,-0.5680536030508726,26,26
b_T_fac27:log10_dose,-0.46559913569993616,27,27
b_T_fac28:log10_dose,-0.49631420475877197,28,28
b_T_fac15:log10_dose,-1.0958325620245144,15,15
b_T_fac18:log10_dose,-0.4341917817664383,18,18
b_T_fac21:log10_dose,-0.7493999771455212,21,21
b_T_fac24:log10_dose,-1.1642696097556997,24,24
b_T_fac26:log10_dose,-0.6511019583597824,26,26
b_T_fac27:log10_dose,-0.28661387120583137,27,27
b_T_fac28:log10_dose,-0.57610875301186,28,28
b_T_fac15:log10_dose,-0.914032706136244,15,15
b_T_fac18:log10_dose,-0.41368444135700005,18,18
b_T_fac21:log10_dose,-0.3855802554687481,21,21
b_T_fac24:log10_dose,-1.1225888920788045,24,24
b_T_fac26:log10_dose,-0.5855797920376834,26,26
b_T_fac27:log10_dose,-0.2787486101424392,27,27
b_T_fac28:log10_dose,-0.6103225974776658,28,28
b_T_fac15:log10_dose,-1.324618377117003,15,15
b_T_fac18:log10_dose,-0.5990137104464311,18,18
b_T_fac21:log10_dose,-0.9514371722008353,21,21
b_T_fac24:log10_dose,-1.1323952194987024,24,24
b_T_fac26:log10_dose,-0.4529917273075284,26,26
b_T_fac27:log10_dose,-0.25217102402480096,27,27
b_T_fac28:log10_dose,-0.417939828464791,28,28
b_T_fac15:log10_dose,-0.7290694170058489,15,15
b_T_fac18:log10_dose,-0.18751337124919118,18,18
b_T_fac21:log10_dose,-0.6455199706849483,21,21
b_T_fac24:log10_dose,-1.1629100323164112,24,24
b_T_fac26:log10_dose,-0.7540046144557261,26,26
b_T_fac27:log10_dose,-0.24897435524333028,27,27
b_T_fac28:log10_dose,-0.5507250095929516,28,28
b_T_fac15:log10_dose,-1.1182313922536453,15,15
b_T_fac18:log10_dose,-0.4460282238636809,18,18
b_T_fac21:log10_dose,-0.47742374708051527,21,21
b_T_fac24:log10_dose,-0.9585827624320938,24,24
b_T_fac26:log10_dose,-0.640602182735939,26,26
b_T_fac27:log10_dose,-0.3367696734819111,27,27
b_T_fac28:log10_dose,-0.6336808864686306,28,28
b_T_fac15:log10_dose,-1.1774101451771568,15,15
b_T_fac18:log10_dose,-0.4063015655301521,18,18
b_T_fac21:log10_dose,-0.46238941954102886,21,21
b_T_fac24:log10_dose,-1.0125767805766375,24,24
b_T_fac26:log10_dose,-0.6615410641485174,26,26
b_T_fac27:log10_dose,-0.3489848060725802,27,27
b_T_fac28:log10_dose,-0.6184948351424743,28,28
b_T_fac15:log10_dose,-0.9372122537085054,15,15
b_T_fac18:log10_dose,-0.4852613860945082,18,18
b_T_fac21:log10_dose,-0.49547854563484256,21,21
b_T_fac24:log10_dose,-1.2511761876950704,24,24
b_T_fac26:log10_dose,-0.4637620879203668,26,26
b_T_fac27:log10_dose,-0.1999383064082156,27,27
b_T_fac28:log10_dose,-0.34589799532701493,28,28
b_T_fac15:log10_dose,-0.7923552098883566,15,15
b_T_fac18:log10_dose,-0.3485738993531049,18,18
b_T_fac21:log10_dose,-0.47816597937871114,21,21
b_T_fac24:log10_dose,-1.2580194310148545,24,24
b_T_fac26:log10_dose,-0.4245825671651814,26,26
b_T_fac27:log10_dose,-0.19034074382302285,27,27
b_T_fac28:log10_dose,-0.5807596878970614,28,28
b_T_fac15:log10_dose,-1.018507808939592,15,15
b_T_fac18:log10_dose,-0.3872395687388232,18,18
b_T_fac21:log10_dose,-0.4796306961285891,21,21
b_T_fac24:log10_dose,-1.1346030126619664,24,24
b_T_fac26:log10_dose,-0.476237274540424,26,26
b_T_fac27:log10_dose,-0.3644223229646217,27,27
b_T_fac28:log10_dose,-0.428124536432995,28,28
b_T_fac15:log10_dose,-0.8013855835151844,15,15
b_T_fac18:log10_dose,-0.3456841302441886,18,18
b_T_fac21:log10_dose,-0.16686259415435134,21,21
