"gene_id","gene_name","description","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant","direction","comparison","stat","KEGG","PFAM","EC"
"Mycgr3G72961","FPR3","FKBP-type peptidyl-prolyl cis-trans isomerase",451.153931734916,2.33121201140405,0.408058841923761,7.53390889153422e-08,5.98528227327208e-06,TRUE,"up","interaction_LRT_any",32.8025334554592,"","FKBP_C","5.2.1.8"
"Mycgr3G77172","","Aldo/keto reductase family",2421.62982659468,-1.02774275778235,0.18013495461549,7.53928487023087e-08,5.98528227327208e-06,TRUE,"down","interaction_LRT_any",32.801106822455,"","Aldo_ket_red",""
"Mycgr3G56278","NMD5","Cse1",616.24668113029,1.37026124762638,0.238781638140099,7.71372331490552e-08,6.07142547068076e-06,TRUE,"up","interaction_LRT_any",32.7553595054487,"map04013","Cse1;IBN_N;Xpo1",""
"Mycgr3G65342","HAS1","DUF4217",202.852729902881,2.03063569608998,0.352836892054618,8.15221148352904e-08,6.36217928405245e-06,TRUE,"up","interaction_LRT_any",32.6447830116709,"","DEAD;DUF4217;Helicase_C","3.6.4.13"
"Mycgr3G101551","","Alcohol dehydrogenase GroES-like domain",449.253054924557,-1.56523561753413,0.413622554650429,8.37357328287048e-08,6.4800198623491e-06,TRUE,"down","interaction_LRT_any",32.5912000700746,"","ADH_N;ADH_zinc_N",""
"Mycgr3G105085","eaf1","HSA",72.4690425673609,1.86885178624961,0.454126270526443,8.81074619332674e-08,6.76151347452883e-06,TRUE,"up","interaction_LRT_any",32.489417218286,"","HSA;Myb_DNA-bind_6",""
"Mycgr3G65552","","Glycosyltransferase like family 2",3005.10519220697,0.491552626321434,0.161905454347951,9.61267602631361e-08,7.31596144845637e-06,FALSE,"ns","interaction_LRT_any",32.315196194116,"","Glyco_tranf_2_3",""
"Mycgr3G32667","","Serine aminopeptidase, S33",302.20248821332,-1.42190493830291,0.256104521146853,9.75864167259387e-08,7.366174685485e-06,TRUE,"down","interaction_LRT_any",32.2850550522056,"map00071;map00072;map00280;map00310;map00362;map00380;map00620;map00630;map00640;map00650;map00720;map00900;map01100;map01110;map01120;map01130;map01200;map01212;map02020","Abhydrolase_1;Abhydrolase_6","2.3.1.9"
"Mycgr3G34525","","Reversible hydration of carbon dioxide",32.964110527701,-0.926488999427026,0.829066775552748,1.04006091170527e-07,7.78692759015762e-06,FALSE,"ns","interaction_LRT_any",32.1576327411455,"map00910","Pro_CA","4.2.1.1"
"Mycgr3G75353","","Phosphotransferase enzyme family",719.706414005571,-2.18842406564922,0.382410741669831,1.0655392499063e-07,7.91334754224764e-06,TRUE,"down","interaction_LRT_any",32.1092292840051,"","APH",""
"Mycgr3G107175","","",4218.80877847753,-1.47287147738884,0.265387641127946,1.14669267777903e-07,8.41252567007573e-06,TRUE,"down","interaction_LRT_any",31.9624275687776,"","",""
"Mycgr3G98356","SFP1","zinc finger",393.074321241518,0.566086597954825,0.266051933896266,1.15102425282826e-07,8.41252567007573e-06,FALSE,"ns","interaction_LRT_any",31.9548869006948,"","zf-C2H2",""
"Mycgr3G108649","","Asparaginase",226.455719506718,1.55381851882488,0.305597888652102,1.20685794370935e-07,8.75114551466098e-06,TRUE,"up","interaction_LRT_any",31.86015081893,"","Ank_2;Asparaginase","3.1.1.47;3.1.1.5;3.5.1.1"
"Mycgr3G17842","","Alpha/beta hydrolase family",401.175686338796,-1.76005207877005,0.49790029216366,1.2592591713314e-07,9.05977945999284e-06,TRUE,"down","interaction_LRT_any",31.7751441243431,"","Abhydrolase_6",""
"Mycgr3G91982","","",130.907663910954,-2.27212210541682,0.596860983959143,1.27355660195996e-07,9.09161453290641e-06,TRUE,"down","interaction_LRT_any",31.7525643810503,"","",""
"Mycgr3G111710","","KR domain",262.996465125447,0.521204764022867,0.364156934029618,1.33523171321233e-07,9.31526427800932e-06,FALSE,"ns","interaction_LRT_any",31.6579816124359,"map00061;map00333;map00780;map01040;map01100;map01130;map01212","adh_short_C2","1.1.1.100"
"Mycgr3G70312","PRB1","Belongs to the peptidase S8 family",5797.92007492737,-1.04297715568418,0.187338977788574,1.31816748736765e-07,9.31526427800932e-06,TRUE,"down","interaction_LRT_any",31.6837062920828,"map04138","Inhibitor_I9;Peptidase_S8","3.4.21.48"
"Mycgr3G92097","","Belongs to the glycosyl hydrolase 5 (cellulase A) family",860.380012022229,-2.05843260732071,0.431094597117055,1.32528140478562e-07,9.31526427800932e-06,TRUE,"down","interaction_LRT_any",31.672941666199,"map00051","Cellulase","3.2.1.78"
"Mycgr3G91052","","SpoU rRNA Methylase family",138.541914036127,1.5853034868103,0.310740768912134,1.36829226928526e-07,9.47413797582555e-06,TRUE,"up","interaction_LRT_any",31.6090644148778,"","SpoU_methylase","2.1.1.34"
"Mycgr3G39421","","",174.333665661965,-1.8873230644621,0.613571010136128,1.45695593860966e-07,1.00127665960122e-05,TRUE,"down","interaction_LRT_any",31.4834927307528,"","",""
"Mycgr3G61780","","Enoyl-(Acyl carrier protein) reductase",331.99000026916,-1.57767597226698,0.426779157971499,1.50404709243715e-07,1.02598293883361e-05,TRUE,"down","interaction_LRT_any",31.41987222892,"","adh_short_C2",""
"Mycgr3G104488",NA,NA,512.125239064056,-0.632959995935372,0.266702929856164,1.59829758395556e-07,1.07435930296692e-05,FALSE,"ns","interaction_LRT_any",31.2983131964018,NA,NA,NA
"Mycgr3G54399","","Dak2",116.653605712401,-1.94444995410846,0.427211912217093,1.59368167354909e-07,1.07435930296692e-05,TRUE,"down","interaction_LRT_any",31.3040975869027,"map00051;map00561;map00680;map01100;map01120;map01200;map04622","Dak1;Dak2","2.7.1.28;2.7.1.29;4.6.1.15"
"Mycgr3G108219","","Peroxisomal membrane protein (Pex16)",6581.85126319893,-0.894029412567976,0.256499114789866,1.61692451429198e-07,1.07900419218223e-05,FALSE,"ns","interaction_LRT_any",31.2751395080365,"map04146","Pex16",""
"Mycgr3G66956","","Enoyl-(Acyl carrier protein) reductase",298.400785924473,-0.257426657184319,0.740501760418602,1.65371685632804e-07,1.09292119608146e-05,FALSE,"ns","interaction_LRT_any",31.2301405124742,"","adh_short;adh_short_C2",""
"Mycgr3G71676","","Epoxide hydrolase N terminus",1005.50950686633,-1.87413964188598,0.333642383568093,1.66151555490721e-07,1.09292119608146e-05,TRUE,"down","interaction_LRT_any",31.2207309604464,"","EHN",""
"Mycgr3G103942",NA,NA,1131.47125865116,-1.00918456402114,0.254573142494529,1.74019862779648e-07,1.13655951513317e-05,TRUE,"down","interaction_LRT_any",31.1281927806818,NA,NA,NA
"Mycgr3G93372","","Domain of unknown function (DUF3328)",366.345743455456,-0.950590215436094,0.46470931951466,2.06329569460255e-07,1.33809084870386e-05,FALSE,"ns","interaction_LRT_any",30.787582189615,"","DUF3328",""
"Mycgr3G99631","zuo1","Ribosome-associated complex head domain",1136.7993908227,1.57077183040764,0.282396257289349,2.19505843299454e-07,1.41358693073054e-05,TRUE,"up","interaction_LRT_any",30.6637739676626,"map00072;map00280;map00281;map00650;map01100;map04146","DnaJ;RAC_head","4.1.3.4"
"Mycgr3G77167","","3-oxo-5-alpha-steroid 4-dehydrogenase",510.747372383535,-0.828236595877066,0.193525682843114,2.27691406143194e-07,1.45611816609213e-05,FALSE,"ns","interaction_LRT_any",30.5905492132079,"map00140;map03440;map03460","Steroid_dh","1.3.1.22;3.6.4.12"
"Mycgr3G43403","CDC54","Belongs to the MCM family",190.937109691658,0.676673714925679,0.267090001748327,2.57065546628625e-07,1.63263215096759e-05,FALSE,"ns","interaction_LRT_any",30.3478694786443,"map03030;map04110;map04111;map04113","MCM;MCM_N;MCM_OB","3.6.4.12"
"Mycgr3G30121","","Belongs to the glycosyl hydrolase 43 family",952.754004371485,-2.00625387862484,0.365068391593112,2.72087416434009e-07,1.70943400561265e-05,TRUE,"down","interaction_LRT_any",30.2342848766692,"","Glyco_hydro_43",""
"Mycgr3G67531","","Aldo/keto reductase family",1150.40213218748,-1.18329257811162,0.224106460145742,2.72870885899727e-07,1.70943400561265e-05,TRUE,"down","interaction_LRT_any",30.2285341981153,"map00980","Aldo_ket_red",""
"Mycgr3G74360","NOP2","Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family",138.33145534509,2.15442481328811,0.42616328281935,2.77445641605628e-07,1.72634926590961e-05,TRUE,"up","interaction_LRT_any",30.1952816181079,"","Methyltr_RsmB-F;Methyltr_RsmF_N","2.1.1.310"
"Mycgr3G47621","","C2H2 type zinc-finger (2 copies)",122.607599544915,-1.16671123693634,0.31196900998286,2.93883162887692e-07,1.81635573626359e-05,TRUE,"down","interaction_LRT_any",30.080167107476,"","zf-C2H2_2",""
"Mycgr3G108315","","Heterokaryon incompatibility protein (HET)",113.970742676025,-1.68585536141461,0.320508551345957,2.98006760167816e-07,1.82956283625695e-05,TRUE,"down","interaction_LRT_any",30.0522993311428,"","HET",""
"Mycgr3G36277","cyn1","Catalyzes the reaction of cyanate with bicarbonate to produce ammonia and carbon dioxide",347.662785389018,-1.40758081611513,0.372253760592583,3.13444240895978e-07,1.91159471153051e-05,TRUE,"down","interaction_LRT_any",29.9512887053467,"map00910","Cyanate_lyase","4.2.1.104"
"Mycgr3G67922","","Alpha/beta hydrolase family",151.376625130239,-2.74214811011021,0.53234685160282,3.2974875130816e-07,1.98399155638953e-05,TRUE,"down","interaction_LRT_any",29.8498696642792,"","Abhydrolase_1",""
"Mycgr3G68955","","KR domain",1406.7602873416,-1.11755168782019,0.307806828016367,3.29269827906846e-07,1.98399155638953e-05,TRUE,"down","interaction_LRT_any",29.8527765534063,"","adh_short;adh_short_C2",""
"Mycgr3G69789","","",93.6800936673171,2.53020974667796,0.521684633730417,3.31778368643706e-07,1.98399155638953e-05,TRUE,"up","interaction_LRT_any",29.8375973105528,"","",""
"Mycgr3G72646","","Glycoside hydrolase family 13 glycosyltransferase family 5 protein",853.333757367049,0.86887812257498,0.212594230614479,3.47283314461306e-07,2.06331099540269e-05,FALSE,"ns","interaction_LRT_any",29.7462498438804,"","Alpha-amylase;Glyco_trans_1_4;Glyco_transf_5;Glycos_transf_1","2.4.1.183"
"Mycgr3G73708","","Nucleoside-diphosphate-sugar epimerase",255.924121193297,-1.87454791837994,0.365994537160079,3.49527758258345e-07,2.0633340550007e-05,TRUE,"down","interaction_LRT_any",29.7333657113114,"","Epimerase;NAD_binding_10;Semialdhyde_dh",""
"Mycgr3G75420","DBP7","Belongs to the DEAD box helicase family",182.264121064625,0.452009632295443,0.374052409230014,3.52785110750803e-07,2.06929814325105e-05,FALSE,"ns","interaction_LRT_any",29.7148134335833,"","DEAD;DUF4217;Helicase_C","3.6.4.13"
"Mycgr3G109435","","",135.983625782875,2.19389340450689,0.41145832254608,3.65708985236513e-07,2.13152787660952e-05,TRUE,"up","interaction_LRT_any",29.6428558842541,"","",""
"Mycgr3G104090","slp1","Anaphase-promoting complex subunit 4 WD40 domain",1586.12807048942,0.802744234877293,0.305358391801793,3.73149124465107e-07,2.1611860990928e-05,FALSE,"ns","interaction_LRT_any",29.6025753994135,"map04110;map04111;map04113;map04114;map04120;map05166;map05203","ANAPC4_WD40;WD40",""
"Mycgr3G105694",NA,NA,774.984379872083,-0.832242147700704,0.215117384315037,3.75491123742913e-07,2.1611860990928e-05,FALSE,"ns","interaction_LRT_any",29.590062009045,NA,NA,NA
"Mycgr3G111413","","",191.319333173649,-1.30831707702117,0.304668386800003,3.83947989024624e-07,2.19613480181849e-05,TRUE,"down","interaction_LRT_any",29.5455174775612,"","",""
"Mycgr3G99192","","Enoyl-(Acyl carrier protein) reductase",971.399128378164,-1.25108334615857,0.38255617429999,3.94996326755032e-07,2.24538344017721e-05,TRUE,"down","interaction_LRT_any",29.4887787428858,"","adh_short;adh_short_C2",""
"Mycgr3G105330","SMI1","SMI1 / KNR4 family",316.316271810874,0.108265875856778,0.195283669881127,4.11996082105439e-07,2.31345848787133e-05,FALSE,"ns","interaction_LRT_any",29.4045039941898,"","SMI1_KNR4",""
"Mycgr3G107402","TIF32","RNA-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation",862.071001772151,1.51172111279008,0.278902588376685,4.10733301229952e-07,2.31345848787133e-05,TRUE,"up","interaction_LRT_any",29.4106434703904,"map03013","PCI",""
"Mycgr3G104372","","Basic region leucine zipper",76016.9316389635,-1.15833854086596,0.216286353713961,4.36800387131451e-07,2.42318961752622e-05,TRUE,"down","interaction_LRT_any",29.2875790524523,"","bZIP_1;bZIP_2;bZIP_Maf",""
"Mycgr3G64097","","Beta-L-arabinofuranosidase, GH127",240.828981684637,-1.67014299008111,0.307470357220584,4.36651791171379e-07,2.42318961752622e-05,TRUE,"down","interaction_LRT_any",29.2882595520387,"","Glyco_hydro_127",""
"Mycgr3G107063","","Dynein associated protein",260.635729964151,1.4285454757523,0.275867803550661,4.64758490335184e-07,2.54759579612899e-05,TRUE,"up","interaction_LRT_any",29.1634958838091,"map04962;map05016","CAP_GLY;Dynactin",""
"Mycgr3G71496","","",585.48363685982,-1.09533481172494,0.271058613401174,4.63968738284883e-07,2.54759579612899e-05,TRUE,"down","interaction_LRT_any",29.1668973227519,"","",""
"Mycgr3G56782","CPA1","Carbamoyl-phosphate synthase small chain, CPSase domain",1891.61686933027,1.23687848085141,0.228196326523335,4.71215101972728e-07,2.56770406749518e-05,TRUE,"up","interaction_LRT_any",29.1359023101912,"map00240;map00250;map01100","CPSase_sm_chain;GATase","6.3.5.5"
"Mycgr3G75719","","KR domain",531.456491211959,-1.07787844569337,0.203285811390612,4.86480649028234e-07,2.63529429229471e-05,TRUE,"down","interaction_LRT_any",29.0721374240081,"","adh_short_C2",""
"Mycgr3G101035","","Domain of unknown function (DUF1996)",537.433987537094,1.59924523336525,0.330526907901102,4.92789966889573e-07,2.63843186342214e-05,TRUE,"up","interaction_LRT_any",29.046365568661,"","DUF1996",""
"Mycgr3G104080",NA,NA,235.77740960886,0.0881762547967535,0.296025055310473,4.92063615362365e-07,2.63843186342214e-05,FALSE,"ns","interaction_LRT_any",29.0493156585911,NA,NA,NA
"Mycgr3G47232","","Major Facilitator Superfamily",450.560844835801,-0.61388036921681,0.228893630788543,5.00370065707564e-07,2.66353059832425e-05,FALSE,"ns","interaction_LRT_any",29.0158357617426,"","MFS_1",""
"Mycgr3G44760","CYP-16","Cytochrome P450",23.1609071567991,-5.70009770117839,1.30374774683872,5.21631113049988e-07,2.74497195432991e-05,TRUE,"down","interaction_LRT_any",28.9326103577213,"","p450",""
"Mycgr3G65652","","",461.927214460335,-1.02235521472331,0.222505838124532,5.19095989121524e-07,2.74497195432991e-05,TRUE,"down","interaction_LRT_any",28.9423540414878,"","",""
"Mycgr3G73758","PXR1","glycine rich nucleic binding domain",86.8656513549098,2.34068219609801,0.435889888068666,5.40242552918343e-07,2.82675776694604e-05,TRUE,"up","interaction_LRT_any",28.8624952523293,"map00561;map04975","G-patch","2.3.1.22"
"Mycgr3G110829","GDE1","Glycerophosphoryl diester phosphodiesterase family",266.906488120694,1.50809395050364,0.298983392318391,5.44908143339273e-07,2.83041810843026e-05,TRUE,"up","interaction_LRT_any",28.8452972016399,"map00564","Ank_2;Ank_4;GDPD;SPX","3.1.4.46"
"Mycgr3G65910","","",633.053036347123,-0.802368168361589,0.182780353765502,5.47089177218576e-07,2.83041810843026e-05,FALSE,"ns","interaction_LRT_any",28.8373080363245,"","",""
"Mycgr3G109538","LEU1","Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate",726.996822219111,1.45958410335092,0.328607481332602,5.61109156682973e-07,2.88562184953674e-05,TRUE,"up","interaction_LRT_any",28.7867007503171,"map00290;map01100;map01110;map01210;map01230","Aconitase;Aconitase_C","4.2.1.33"
"Mycgr3G35196","","Calcipressin",1159.82757378015,0.460775998051628,0.245918465184193,5.64026422973845e-07,2.88562184953674e-05,FALSE,"ns","interaction_LRT_any",28.7763294746027,"","Calcipressin",""
"Mycgr3G39492","","OPT oligopeptide transporter protein",870.436527007349,-1.32690012346506,0.536392459629956,5.7158670711633e-07,2.90814474355485e-05,TRUE,"down","interaction_LRT_any",28.7496992934617,"","OPT",""
"Mycgr3G106512","KEL2","Kelch motif",95.9870474981971,1.70414371885228,0.359478843917897,5.820340527345e-07,2.94502834705055e-05,TRUE,"up","interaction_LRT_any",28.713473762147,"","Kelch_1;Kelch_3;Kelch_4;Kelch_5",""
"Mycgr3G105021","","Aldo/keto reductase family",549.087278446495,-1.94804430085092,0.367546214137168,5.86143609141892e-07,2.94961557190584e-05,TRUE,"down","interaction_LRT_any",28.6994020211966,"","Aldo_ket_red",""
"Mycgr3G108866","","Life-span regulatory factor",462.965937547692,-1.26036903146687,0.244022768665792,6.02847816802679e-07,3.01387681535995e-05,TRUE,"down","interaction_LRT_any",28.6432020976998,"","Ecl1",""
"Mycgr3G39771","","OPT oligopeptide transporter protein",110.487607136295,-3.30962219163216,0.605948594654614,6.05459019265491e-07,3.01387681535995e-05,TRUE,"down","interaction_LRT_any",28.6345579141208,"","OPT",""
"Mycgr3G105351",NA,NA,513.79653334944,1.85938013000065,0.35391119084869,6.20802553785564e-07,3.04589593388571e-05,TRUE,"up","interaction_LRT_any",28.5845055087698,NA,NA,NA
"Mycgr3G109574","","F-box domain protein",241.198999656491,-1.25723716505805,0.366380888235147,6.19766433958955e-07,3.04589593388571e-05,TRUE,"down","interaction_LRT_any",28.5878462986098,"","F-box-like",""
"Mycgr3G110994","CDS1","Belongs to the CDS family",526.661127395398,-0.145515849690842,0.168857388771913,6.27412273434075e-07,3.04589593388571e-05,FALSE,"ns","interaction_LRT_any",28.5633239580123,"map00564;map01100;map01110;map04070","CTP_transf_1","2.7.7.41"
"Mycgr3G38812","","Intron-binding protein aquarius N-terminus",186.326991293901,1.78445482869543,0.333360840262506,6.24250102549363e-07,3.04589593388571e-05,TRUE,"up","interaction_LRT_any",28.5734294870209,"map03040","AAA_11;AAA_12;Aquarius_N",""
"Mycgr3G41169","ARE2","MBOAT, membrane-bound O-acyltransferase family",295.754459365755,-1.45970989671295,0.272252721965915,6.28428958017466e-07,3.04589593388571e-05,TRUE,"down","interaction_LRT_any",28.5600856989712,"map00100;map04979","MBOAT","2.3.1.26"
"Mycgr3G97526",NA,NA,136.114421654475,4.32881912968007,0.830045219279766,6.44642631210432e-07,3.10812250828108e-05,TRUE,"up","interaction_LRT_any",28.5091394676751,NA,NA,NA
"Mycgr3G111382","","",388.896830498116,1.69262593726858,0.321202359655455,6.91732131185464e-07,3.31779228962862e-05,TRUE,"up","interaction_LRT_any",28.3681340998629,"","",""
"Mycgr3G103256","","TB2/DP1, HVA22 family",268.371790443469,-0.634492551253375,0.275725288549774,7.26220687869887e-07,3.44730222401742e-05,FALSE,"ns","interaction_LRT_any",28.2708237810626,"","TB2_DP1_HVA22",""
"Mycgr3G74463","NPY1","NADH pyrophosphatase-like rudimentary NUDIX domain",430.637768921802,-0.507784602910906,0.176114357949136,7.24663286990601e-07,3.44730222401742e-05,FALSE,"ns","interaction_LRT_any",28.2751174434213,"map00760;map01100;map04146","NUDIX;NUDIX-like;zf-NADH-PPase","3.6.1.22"
