"gene_id","gene_name","description","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant","direction","comparison","stat","KEGG","PFAM","EC"
"Mycgr3G102692","REG1","Fungal protein of unknown function (DUF1752)",259.207458313636,0.212955305445928,0.283390798687299,0.00413499966981763,0.0218344105271506,FALSE,"ns","interaction_LRT_any",10.9765360607142,"","DUF1752",""
"Mycgr3G91543",NA,NA,8.04592978861356,-2.56753164492918,1.58801931889549,0.00413419905670766,0.0218344105271506,TRUE,"down","interaction_LRT_any",10.9769233355344,NA,NA,NA
"Mycgr3G100854","CHT4","Belongs to the glycosyl hydrolase 18 family",25.1988951934354,-0.869949443268785,0.611061640561414,0.00413856517433635,0.0218407144357957,FALSE,"ns","interaction_LRT_any",10.9748122549272,"map00520;map01100","Glyco_hydro_18;LysM","3.2.1.14"
"Mycgr3G110148","arc1","Functions as component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks",1470.57143660735,-0.318427598155165,0.165318765964815,0.00414926256738021,0.0218846271380323,FALSE,"ns","interaction_LRT_any",10.9696493102725,"map04144;map04666;map04810;map05100;map05130;map05131;map05132","WD40",""
"Mycgr3G104764","","Domain of unknown function (DUF3328)",222.138784008817,0.332174506454874,0.290063850267903,0.00417275699104718,0.0219959468406145,FALSE,"ns","interaction_LRT_any",10.9583566254038,"","DUF3328",""
"Mycgr3G110490","","",122.931132602227,-0.478289169845878,0.44578273516475,0.00418837024272261,0.0220530026101958,FALSE,"ns","interaction_LRT_any",10.9508871685294,"","",""
"Mycgr3G66002","","Haem-containing dehydratase",335.175498822901,-0.327091408596192,0.432222724408498,0.00418813230901004,0.0220530026101958,FALSE,"ns","interaction_LRT_any",10.9510007881272,"","Dehydratase_hem",""
"Mycgr3G72635","","Aminotransferase class-III",212.998785552127,2.06129956953137,0.617186132720932,0.00419594353283669,0.0220676436287225,TRUE,"up","interaction_LRT_any",10.9472740918358,"map00250;map00410;map00640;map00650;map01100;map01120","Aminotran_3","2.6.1.19"
"Mycgr3G77714","","Etoposide-induced protein 2.4 (EI24)",154.881005081184,-0.291493612836038,0.332546647476344,0.0041937531292835,0.0220676436287225,FALSE,"ns","interaction_LRT_any",10.9483184221334,"","EI24",""
"Mycgr3G39250","PUS1","tRNA pseudouridine synthase",98.227710454886,0.972992283477066,0.319470984778302,0.00420063389096778,0.0220797017705036,FALSE,"ns","interaction_LRT_any",10.9450396773203,"","PseudoU_synth_1","5.4.99.12;5.4.99.44"
"Mycgr3G35031","","KR domain",276.31530486742,-0.450837020608748,0.219925900118117,0.00421386113549986,0.0221365928105067,FALSE,"ns","interaction_LRT_any",10.9387518345511,"","adh_short_C2",""
"Mycgr3G46026","","P5-type ATPase cation transporter",590.483588100493,0.461758134723182,0.192377022294317,0.00421825705752553,0.0221470520198134,FALSE,"ns","interaction_LRT_any",10.936666511588,"","Cation_ATPase;Cation_ATPase_C;Cation_ATPase_N;E1-E2_ATPase;Hydrolase;P5-ATPase",""
"Mycgr3G15118","","Ecdysteroid kinase",28.1254516615273,-1.75341060427945,0.860767058877775,0.00422191293007128,0.0221536160530065,TRUE,"down","interaction_LRT_any",10.9349339053586,"","APH;EcKinase",""
"Mycgr3G76112","fsf1","mitochondrial transport protein",1034.93848525402,-0.575692124624569,0.187287705468253,0.00423678696321808,0.0222130534562331,FALSE,"ns","interaction_LRT_any",10.9279001774028,"","Mtc",""
"Mycgr3G90455","","PPR repeat family",102.131347006604,1.13234096318907,0.359052175324048,0.00423806438512341,0.0222130534562331,TRUE,"up","interaction_LRT_any",10.9272972538292,"","PPR_2;PPR_3",""
"Mycgr3G25899","CKB1","Plays a complex role in regulating the basal catalytic activity of the alpha subunit",132.668996809339,0.683496358749581,0.264504274027323,0.00424403225455763,0.0222316797680439,FALSE,"ns","interaction_LRT_any",10.9244829164443,"map03008;map04064;map04137;map04139;map04310;map04520;map04712;map05162;map05168;map05169","CK_II_beta",""
"Mycgr3G72395","","Phosphotransferase enzyme family",1234.91551032996,0.832620651224328,0.251710039451783,0.00425559582803629,0.0222542771041375,FALSE,"ns","interaction_LRT_any",10.9190409933386,"","APH",""
"Mycgr3G79121","NOP16","Involved in the biogenesis of the 60S ribosomal subunit",64.9275948570369,1.41719281420123,0.427797618318084,0.00425545508127574,0.0222542771041375,TRUE,"up","interaction_LRT_any",10.9191071411091,"","Nop16",""
"Mycgr3G99688","","Eukaryotic mitochondrial regulator protein",730.627184726116,0.681830146903068,0.232418746058421,0.0042526490327612,0.0222542771041375,FALSE,"ns","interaction_LRT_any",10.9204263767831,"","Bot1p",""
"Mycgr3G45644","PEX10","Pex2 / Pex12 amino terminal region",148.639204255334,0.658142540730784,0.26480389280488,0.00426893271099723,0.0223113514957852,FALSE,"ns","interaction_LRT_any",10.9127828671412,"map04146","Pex2_Pex12;zf-C3HC4_2;zf-C3HC4_3;zf-RING_2",""
"Mycgr3G51803","","Zinc finger C-x8-C-x5-C-x3-H type (and similar)",468.258859290033,0.754775363906123,0.298393328006868,0.00427798781700708,0.0223459953527046,FALSE,"ns","interaction_LRT_any",10.9085450323008,"map03040;map05131","RRM_1;zf-CCCH",""
"Mycgr3G33998","PEX29","Integral peroxisomal membrane peroxin",221.413591269641,-1.14431905500977,0.349777915807133,0.0042889994895429,0.0223841651363566,TRUE,"down","interaction_LRT_any",10.9034035849256,"","Pex24p",""
"Mycgr3G73364","LPD1","Dihydrolipoyl dehydrogenase",2321.87389422865,0.592819940290062,0.18311295357904,0.00429015652792588,0.0223841651363566,FALSE,"ns","interaction_LRT_any",10.9028641200237,"map00010;map00020;map00260;map00280;map00620;map00630;map00640;map01100;map01110;map01120;map01130;map01200","Pyr_redox_2;Pyr_redox_dim","1.8.1.4"
"Mycgr3G91101","","",80.4742315246328,-1.6375166662473,0.568382354296457,0.00430753292927229,0.0224621012149878,TRUE,"down","interaction_LRT_any",10.8947798899096,"","",""
"Mycgr3G66397","","tRNA (Adenine-N(1)-)-methyltransferase",453.70319114946,0.589608986620454,0.18569431092134,0.00431631865202171,0.0224899377986547,FALSE,"ns","interaction_LRT_any",10.8907048078161,"","GCD14",""
"Mycgr3G76036","MTC6","Maintenance of telomere capping protein 6",188.853814780225,-0.755610091536023,0.256436901330836,0.00431775545966137,0.0224899377986547,FALSE,"ns","interaction_LRT_any",10.8900391625439,"","",""
"Mycgr3G45149","","Peroxin 22-like protein",194.183851629407,-0.908967611508807,0.280104464681106,0.00432092258178024,0.0224937117329645,FALSE,"ns","interaction_LRT_any",10.8885726778593,"","",""
"Mycgr3G86449",NA,NA,159.764380254676,0.843386413173247,0.340994838167098,0.00433756970583396,0.0225676154921045,FALSE,"ns","interaction_LRT_any",10.880882126658,NA,NA,NA
"Mycgr3G74966","cwf16","Family of unknown function (DUF572)",55.6158674416877,0.988302115929123,0.499482744939829,0.00435450346998419,0.0226429262874559,FALSE,"ns","interaction_LRT_any",10.8730893779173,"","DUF572",""
"Mycgr3G40731","","Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate",140.472134124471,-1.45296987520673,0.536509104274889,0.00436833814631262,0.0227020462694091,TRUE,"down","interaction_LRT_any",10.866745258174,"map00290;map00660;map01100;map01110;map01210;map01230","Iso_dh","1.1.1.85"
"Mycgr3G39543","","KR domain",19.6057952956688,-2.97469855327471,1.0059094371117,0.00437344298590903,0.0227109344526971,TRUE,"down","interaction_LRT_any",10.8644094229023,"map00061;map00333;map00780;map01040;map01100;map01130;map01212","adh_short;adh_short_C2","1.1.1.100"
"Mycgr3G64667","","Cytochrome c oxidase subunit 6A, mitochondrial",3294.34781443529,-0.288300573610956,0.159150377914718,0.00437676586538437,0.0227109344526971,FALSE,"ns","interaction_LRT_any",10.8628904284684,"map00190;map01100;map04260;map04714;map04932;map05010;map05012;map05016","COX6A",""
"Mycgr3G98456","","LMBR1-like membrane protein",433.908428404989,-0.51236497899827,0.293435770835064,0.00437744691644449,0.0227109344526971,FALSE,"ns","interaction_LRT_any",10.862579240665,"","LMBR1",""
"Mycgr3G74645","ADE12","Plays an important role in the de novo pathway and in the salvage pathway of purine nucleotide biosynthesis. Catalyzes the first commited step in the biosynthesis of AMP from IMP",899.977214826155,0.578292563858069,0.202680322375518,0.00438288268428632,0.0227263325673382,FALSE,"ns","interaction_LRT_any",10.8600972479605,"map00230;map00250;map01100","Adenylsucc_synt","6.3.4.4"
"Mycgr3G91959","NPY1","NADH pyrophosphatase zinc ribbon domain",147.492578558891,-0.200776467520644,0.361963754318323,0.00439489251123873,0.0227757822937521,FALSE,"ns","interaction_LRT_any",10.8546244104002,"map00760;map01100;map04146","NUDIX;NUDIX-like;zf-NADH-PPase","3.6.1.22"
"Mycgr3G66280","NMA1","Belongs to the eukaryotic NMN adenylyltransferase family",637.157532341339,-0.409919410596118,0.268833672418405,0.00440226431480919,0.0228011541479628,FALSE,"ns","interaction_LRT_any",10.8512725068515,"map00760;map01100","CTP_transf_like","2.7.7.1;2.7.7.18"
"Mycgr3G106406","","GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain",204.390108702341,-1.12963952040441,0.647931925705323,0.00440799416302956,0.0228098181143717,TRUE,"down","interaction_LRT_any",10.848671062618,"","",""
"Mycgr3G89635","","Enoyl-(Acyl carrier protein) reductase",202.145661861557,-1.05131786964766,0.419319495910522,0.00440889089407989,0.0228098181143717,TRUE,"down","interaction_LRT_any",10.8482642381907,"","adh_short_C2",""
"Mycgr3G72248","","Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family",1512.82815695474,0.131228268513749,0.270836202387745,0.0044183561505651,0.0228459527178855,FALSE,"ns","interaction_LRT_any",10.8439751274113,"","Na_Ca_ex",""
"Mycgr3G83768","RPS12","Belongs to the eukaryotic ribosomal protein eS12 family",8630.47035359048,0.992632788207762,0.32671490553958,0.00442371712387633,0.0228608366968446,FALSE,"ns","interaction_LRT_any",10.8415499161281,"map03010","Ribosomal_L7Ae",""
"Mycgr3G31968","RPS15","Belongs to the universal ribosomal protein uS19 family",15676.2641565112,0.889782708915597,0.299311892854712,0.00444733630787803,0.0229571300780542,FALSE,"ns","interaction_LRT_any",10.8308998890507,"map03010","Ribosomal_S19",""
"Mycgr3G66216","","Belongs to the iron ascorbate-dependent oxidoreductase family",256.210771558444,-1.09430398943517,0.432037186929939,0.0044459858131201,0.0229571300780542,TRUE,"down","interaction_LRT_any",10.8315073087527,"","2OG-FeII_Oxy;DIOX_N",""
"Mycgr3G103868","RIB3","Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate",1755.00402502628,-0.490738637479147,0.311433876673204,0.00445815645559575,0.0229701989040169,FALSE,"ns","interaction_LRT_any",10.8260398983329,"map00740;map01100;map01110","DHBP_synthase","4.1.99.12"
"Mycgr3G108651","","",595.335280408426,0.784577846183312,0.243456705772642,0.00445522362449781,0.0229701989040169,FALSE,"ns","interaction_LRT_any",10.8273560460467,"","",""
"Mycgr3G111224","","Glycoside hydrolase family 5 protein",236.786614130708,0.276280115226699,0.223751907348588,0.00446077555322665,0.0229701989040169,FALSE,"ns","interaction_LRT_any",10.8248652744189,"","Cellulase",""
"Mycgr3G66563","","integral membrane protein",269.669399017352,1.00267539233644,0.305410660654296,0.00446483397091869,0.0229701989040169,TRUE,"up","interaction_LRT_any",10.8230464998194,"","",""
"Mycgr3G74715","CBF5","DKCLD (NUC011) domain",984.2029621002,0.779708360777604,0.305283170958987,0.00445914574390396,0.0229701989040169,FALSE,"ns","interaction_LRT_any",10.8255961370741,"map03008","DKCLD;PUA;TruB_C_2;TruB_N",""
"Mycgr3G93246",NA,NA,352.054935182755,-1.26428756475444,0.658227613747255,0.0044636404175563,0.0229701989040169,TRUE,"down","interaction_LRT_any",10.8235812175405,NA,NA,NA
"Mycgr3G98664","","Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ATP, which is converted to ADP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration",314.972866701108,-0.965053880822413,0.322262280030839,0.00450877806787236,0.0231833262015838,FALSE,"ns","interaction_LRT_any",10.803458201131,"","Carb_kinase","4.2.1.93"
"Mycgr3G93207","","Fumarylacetoacetate (FAA) hydrolase family",909.192197637715,-0.0893322626234138,0.253973201271816,0.00452476604125742,0.0232525504876895,FALSE,"ns","interaction_LRT_any",10.7963788135129,"map00350;map01100;map01120","FAA_hydrolase","3.7.1.5"
"Mycgr3G108571",NA,NA,177.203285412209,1.05409046621411,0.321874276537996,0.00453729815549416,0.0233039479720835,TRUE,"up","interaction_LRT_any",10.7908471280365,NA,NA,NA
"Mycgr3G23069","","Major Facilitator Superfamily",8.45156276669084,4.66534496886428,1.49282632116759,0.00455587209476871,0.0233213041249167,TRUE,"up","interaction_LRT_any",10.7826766156209,"","MFS_1",""
"Mycgr3G40431","SSU1","Voltage-dependent anion channel",70.6874180470152,-1.25562625968291,0.478734057711277,0.00454338422920216,0.0233213041249167,TRUE,"down","interaction_LRT_any",10.7881662393713,"","SLAC1",""
"Mycgr3G41102","MDM12","Protein present in Fab1, YOTB, Vac1, and EEA1",93.3149979797814,0.358662261576264,0.384853194830967,0.00454902602449864,0.0233213041249167,FALSE,"ns","interaction_LRT_any",10.7856842589665,"map00562;map04070;map04145;map04810","Cpn60_TCP1;FYVE;PIP5K","2.7.1.150"
"Mycgr3G86741","","CobW/HypB/UreG, nucleotide-binding domain",172.270655004816,0.610442522991261,0.203716614976579,0.00455236982961828,0.0233213041249167,FALSE,"ns","interaction_LRT_any",10.7842146798718,"","cobW",""
"Mycgr3G87466","","Isochorismatase family",183.921461571921,-0.458655120513395,0.400071075720694,0.0045472203045483,0.0233213041249167,FALSE,"ns","interaction_LRT_any",10.786478309571,"","Isochorismatase",""
"Mycgr3G96349","","",16.3256196962541,-2.61801296111717,0.904727147832901,0.00455503347225032,0.0233213041249167,TRUE,"down","interaction_LRT_any",10.7830447996678,"","",""
"Mycgr3G107068","","Ribosomal protein S8",272.444549917186,0.955105956322457,0.296471149152162,0.00458908808767069,0.0234782845551997,FALSE,"ns","interaction_LRT_any",10.768147896716,"map03010","Ribosomal_S8",""
"Mycgr3G74587","UFD1","Ubiquitin fusion degradation protein UFD1",206.969258495244,-0.912818761898119,0.289349195418825,0.00460510109987127,0.0235340599493421,FALSE,"ns","interaction_LRT_any",10.7611813102928,"map04141","UFD1",""
"Mycgr3G84825","GPI12","GlcNAc-PI de-N-acetylase",175.993665998726,-0.63067162966702,0.247266568549107,0.00460356789520412,0.0235340599493421,FALSE,"ns","interaction_LRT_any",10.7618472934798,"map00563;map01100","PIG-L","3.5.1.89"
"Mycgr3G107400","APL4","Adaptin C-terminal domain",497.336109854541,0.624505688159529,0.200855488608961,0.0046107785002436,0.0235369507808998,FALSE,"ns","interaction_LRT_any",10.7587171283213,"map04142","Adaptin_N;Alpha_adaptinC2",""
"Mycgr3G56299","","NAD(P)H-binding",612.430780132588,-0.474588545617385,0.27842943529851,0.004609456516494,0.0235369507808998,FALSE,"ns","interaction_LRT_any",10.7592906424481,"","NmrA",""
"Mycgr3G47097","","Inosine-uridine preferring nucleoside hydrolase",52.9140360196248,2.21612926814151,0.691554048837677,0.0046222795185137,0.0235825884132924,TRUE,"up","interaction_LRT_any",10.7537345865913,"","IU_nuc_hydro",""
"Mycgr3G34594","","Amidase",327.046893263152,-0.396647781053068,0.241853691767943,0.0046375490396284,0.0236473915315271,FALSE,"ns","interaction_LRT_any",10.7471385530431,"map00330;map00360;map00380;map00627;map00643;map01120","Amidase","3.5.1.4"
"Mycgr3G65252","","Arrestin (or S-antigen), N-terminal domain",990.169671776674,0.183231874770959,0.961196028521877,0.0046502163150308,0.0236897406637527,FALSE,"ns","interaction_LRT_any",10.7416830822068,"","Arrestin_N;Bul1_C",""
"Mycgr3G67096","","Ferroportin1 (FPN1)",200.316644814691,-0.61607675928029,0.254569928684094,0.00465099914432238,0.0236897406637527,FALSE,"ns","interaction_LRT_any",10.7413464254346,"map04216;map04978","FPN1",""
"Mycgr3G83423","ATG2","Autophagy-related protein 2 CAD motif",144.831866836525,-0.572891707929115,0.321177982204815,0.00466317576136697,0.0237386321649687,FALSE,"ns","interaction_LRT_any",10.736117138201,"map04136;map04138;map04140","ATG2_CAD;ATG_C;Chorein_N",""
"Mycgr3G39012","","HCO3- transporter family",71.4938712047005,-1.76066517050275,0.59893115984734,0.0046663571479391,0.02374170330131,TRUE,"down","interaction_LRT_any",10.7347531313525,"","HCO3_cotransp",""
"Mycgr3G109219","","zinc finger",50.6914895873313,1.26497783287262,0.5694603586962,0.00467837629793729,0.0237897113902289,TRUE,"up","interaction_LRT_any",10.7296083482742,"","",""
"Mycgr3G111788","SRC1","Man1-Src1p-C-terminal domain",157.47581836744,1.10345402499545,0.338169080626472,0.00469208075231709,0.0238347446973975,TRUE,"up","interaction_LRT_any",10.7237582754005,"","HeH;MSC",""
"Mycgr3G28900","","SET domain",566.913471598835,0.729556427078286,0.225486025857071,0.0046949969465826,0.0238347446973975,FALSE,"ns","interaction_LRT_any",10.7225156333545,"","SET",""
"Mycgr3G77930","","Pyridoxal-phosphate dependent enzyme",735.281335514896,-0.991145381323318,0.556114381248025,0.0046940341079347,0.0238347446973975,FALSE,"ns","interaction_LRT_any",10.7229258305924,"map00270","PALP","3.5.99.7"
"Mycgr3G39599","","Ring finger",151.223777714662,1.34634193102523,0.43253342269449,0.00470972324612382,0.0238963313352916,TRUE,"up","interaction_LRT_any",10.7162522629299,"","zf-NOSIP;zf-RING_UBOX",""
"Mycgr3G106430","","DJ-1/PfpI family",30165.3891571375,-0.82591428605412,0.266462776166403,0.00471388256774217,0.0239042646290406,FALSE,"ns","interaction_LRT_any",10.7144867723223,"","DJ-1_PfpI",""
"Mycgr3G91702","","",125.655095205915,1.97433267399013,0.61073793173243,0.00472836585849564,0.0239645135888202,TRUE,"up","interaction_LRT_any",10.7083512412672,"","",""
"Mycgr3G108288","","PPR repeat family",344.824880332956,0.81006724484097,0.26553276299957,0.00477645020878901,0.0241949009751034,FALSE,"ns","interaction_LRT_any",10.6881152850253,"","PPR;PPR_2;PPR_3",""
"Mycgr3G104056","MRPL6","Ribosomal protein L6",533.738527627174,0.382474701177607,0.244136726361181,0.00478973700544498,0.0242488664558234,FALSE,"ns","interaction_LRT_any",10.6825595479684,"map03010","Ribosomal_L6",""
"Mycgr3G78536","","Putative lipopolysaccharide-modifying enzyme.",43.183139690222,1.16468138709795,0.533302100162088,0.00481128338368539,0.0243445652089883,TRUE,"up","interaction_LRT_any",10.6735828294369,"","Glyco_transf_90",""
"Mycgr3G48587","ECI1","Enoyl-CoA hydratase/isomerase",111.258950871706,-0.917442942266459,0.289373445312231,0.00481983956610937,0.0243744659880841,FALSE,"ns","interaction_LRT_any",10.6700292730263,"map00071;map04146","ECH_1","5.3.3.8"
"Mycgr3G69205","","Calcineurin-like phosphoesterase",290.105006396334,-0.821163199547377,0.28509983335444,0.00483883065456315,0.0244436596258212,FALSE,"ns","interaction_LRT_any",10.662164375481,"","Metallophos",""
"Mycgr3G93516","","GLEYA domain",45.2263999348632,0.853135143047543,0.523040333962176,0.00483797923999469,0.0244436596258212,FALSE,"ns","interaction_LRT_any",10.6625163156679,"","GLEYA;PAN_1",""
"Mycgr3G65448","","Alcohol dehydrogenase GroES-like domain",1600.30921437665,0.590468896191972,0.732187419572773,0.00485848946913665,0.0245295117989471,FALSE,"ns","interaction_LRT_any",10.6540553964008,"map00010;map00040;map00561;map00930;map01100;map01110;map01120;map01130;map01220","ADH_N;ADH_zinc_N","1.1.1.2"
"Mycgr3G40054","","",35.0597700912196,-1.66368718512975,0.750178328520361,0.00486313230110449,0.0245394988278746,TRUE,"down","interaction_LRT_any",10.6521450845494,"","",""
"Mycgr3G36976","","Uracil phosphoribosyltransferase",312.088797775954,-0.905626639033511,0.27823364185022,0.00487128743866787,0.0245537416654036,FALSE,"ns","interaction_LRT_any",10.6487940314042,"map00240;map01100","UPRTase","2.4.2.9"
"Mycgr3G55708","RPS18","Belongs to the universal ribosomal protein uS13 family",19337.4736708244,0.816023360228236,0.274272892506197,0.0048688159996638,0.0245537416654036,FALSE,"ns","interaction_LRT_any",10.6498089853307,"map03010","Ribosomal_S13",""
"Mycgr3G110457","","Membrane bound O-acyl transferase family",228.309181062242,-0.729582572561375,0.264209184180754,0.00489118226008249,0.0246376111007131,FALSE,"ns","interaction_LRT_any",10.6406424674785,"","MBOAT_2",""
"Mycgr3G90236",NA,NA,3725.09165565292,-1.53498919300333,0.520517092543047,0.00489327730515845,0.0246376111007131,TRUE,"down","interaction_LRT_any",10.6397859888579,NA,NA,NA
"Mycgr3G100978","TUP1","Tup N-terminal",847.2216749975,0.391989906640916,0.197174464301699,0.00490261429522113,0.024671133904203,FALSE,"ns","interaction_LRT_any",10.6359733730098,"map04011;map04111","Tup_N;WD40",""
"Mycgr3G66908","mtd1","Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain",352.166758149512,1.03890688150631,0.32134825299179,0.00494921026134802,0.0248920138158132,TRUE,"up","interaction_LRT_any",10.6170545165838,"map00670;map01100","THF_DHG_CYH;THF_DHG_CYH_C","1.5.1.15"
"Mycgr3G108619","","F-box domain protein",315.611700992095,-1.19122909608113,0.770641284016621,0.00495439344853144,0.024904481041226,TRUE,"down","interaction_LRT_any",10.6149610613897,"","F-box;F-box-like",""
"Mycgr3G74061","","Regulatory subunit of the condensin complex, a complex required for conversion of interphase chromatin into mitotic-like condense chromosomes",151.420324852235,1.17243211098316,0.367378029061707,0.00496954785260709,0.0249670301007412,TRUE,"up","interaction_LRT_any",10.6088528366853,"map04111","Cnd2",""
"Mycgr3G93945","DPH5","Tetrapyrrole (Corrin/Porphyrin) Methylases",500.182680562485,0.878692053198314,0.269646829769036,0.00500443589824502,0.0251285987933143,FALSE,"ns","interaction_LRT_any",10.5948611604206,"","TP_methylase","2.1.1.314"
"Mycgr3G99185","","Yip1 domain",538.32757178888,-0.578483324965615,0.201980831870039,0.00502069565175389,0.0251965047722079,FALSE,"ns","interaction_LRT_any",10.5883735576654,"","Yip1",""
"Mycgr3G105594","","Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family",5191.24682756841,0.484602276576273,0.169854193109649,0.00503898824324689,0.0252693959810534,FALSE,"ns","interaction_LRT_any",10.5810999248769,"","Sugar_tr",""
"Mycgr3G107385","SSD1","RNB",1182.34711634513,0.396589926136339,0.189278519473656,0.00504619602662148,0.0252693959810534,FALSE,"ns","interaction_LRT_any",10.5782411631889,"","RNB;Rrp44_CSD1",""
"Mycgr3G66739","","Tim17/Tim22/Tim23/Pmp24 family",122.917582061662,-0.846440057631402,0.305902360271019,0.00504377036991884,0.0252693959810534,FALSE,"ns","interaction_LRT_any",10.5792027746171,"map04146","Tim17",""
"Mycgr3G96997","pi038","TatD related DNase",239.411978224375,0.213409205177352,0.233651657587733,0.00504317005797492,0.0252693959810534,FALSE,"ns","interaction_LRT_any",10.5794408297336,"","TatD_DNase",""
"Mycgr3G109763","ATF1","Alcohol acetyltransferase",2133.70702869283,-0.669369024107508,0.21971892381131,0.0050497290681295,0.0252733451023938,FALSE,"ns","interaction_LRT_any",10.5768413740188,"","AATase",""
"Mycgr3G106564","","Belongs to the small GTPase superfamily. Rho family",696.564810643517,0.651511433843463,0.201351359960247,0.00505909601031499,0.0253064721124339,FALSE,"ns","interaction_LRT_any",10.5731349314625,"map04010;map04013;map04014;map04015;map04024;map04062;map04071;map04145;map04151;map04310;map04360;map04370;map04380;map04510;map04520;map04530;map04620;map04650;map04662;map04664;map04666;map04670;map04722;map04810;map04932;map04933;map04972;map05014;map05100;map05120;map05131;map05132;map05167;map05200;map05203;map05205;map05210;map05211;map05212;map05231;map05416;map05418","Ras",""
"Mycgr3G46584","LAS21","Type I phosphodiesterase / nucleotide pyrophosphatase",157.684054059389,0.0489873362038353,0.336117019609166,0.00507862266807389,0.0253903562162283,FALSE,"ns","interaction_LRT_any",10.5654303649712,"map00563","Phosphodiest",""
"Mycgr3G97358","","Amidase",47.1894596430335,-1.453457539208,0.54124644576645,0.00508390810115327,0.0254029895298538,TRUE,"down","interaction_LRT_any",10.5633500038186,"map00330;map00360;map00380;map00627;map00643;map01120","Amidase","3.5.1.4"
"Mycgr3G70208","och1","Glycosyltransferase family 32 protein",294.145393901802,1.16710018536395,0.371282900730408,0.00508908567528104,0.0254150704900559,TRUE,"up","interaction_LRT_any",10.5613141922616,"map00513;map01100","Gly_transf_sug","2.4.1.232"
"Mycgr3G73589","","Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family",257.213713229415,0.287040681905945,0.235647846488681,0.00509349771810025,0.0254233173365773,FALSE,"ns","interaction_LRT_any",10.5595810198731,"","Sugar_tr",""
"Mycgr3G104605",NA,NA,38.6433208061067,0.31340307602094,0.634319578954958,0.00510285753420157,0.0254562378290695,FALSE,"ns","interaction_LRT_any",10.5559091906758,NA,NA,NA
"Mycgr3G88276","","multi-organism process",664.352596106472,0.43154348888155,0.18863645549051,0.00511808320864093,0.0255183693927311,FALSE,"ns","interaction_LRT_any",10.5499505666764,"","Mid2;SKG6",""
"Mycgr3G45088","","Calcium-dependent channel, 7TM region, putative phosphate",445.53253198099,0.00926248219095789,0.181516266586041,0.00512680622914801,0.0255480295260952,FALSE,"ns","interaction_LRT_any",10.5465447621851,"","PHM7_cyt;RSN1_7TM;RSN1_TM",""
"Mycgr3G71363","","PHD zinc finger",50.60324294851,1.82960987685314,0.572659584222914,0.0051428639689607,0.0256141883667707,TRUE,"up","interaction_LRT_any",10.5402903245686,"","ING;PHD",""
"Mycgr3G18969","","Domain of unknown function (DUF4385)",8.68689448049796,3.48948633148861,1.12399644819247,0.00514582049583446,0.0256150599708862,TRUE,"up","interaction_LRT_any",10.5391408960036,"","DUF4385",""
"Mycgr3G90404","","Sugar (and other) transporter",25.1861148076673,-2.66514890740423,0.946591058315026,0.00515257609064706,0.025634831560653,TRUE,"down","interaction_LRT_any",10.5365169551891,"","Sugar_tr",""
"Mycgr3G111077","","FAD binding domain",32.1911192640523,-2.66946474310213,0.894186286023365,0.00516809533343504,0.0256981587071292,TRUE,"down","interaction_LRT_any",10.5305021315997,"map00621;map00624;map00626;map01100;map01120;map01220","FAD_binding_3;NAD_binding_8","1.14.13.1"
"Mycgr3G90532","","",27.9966303933307,0.0785439242104683,0.604335717802282,0.00518597340047398,0.0257731403372719,FALSE,"ns","interaction_LRT_any",10.5235954419628,"","",""
"Mycgr3G72642","","LMBR1-like membrane protein",360.529359550212,-0.701272800694772,0.232602949944202,0.00521072254956787,0.0258821704201567,FALSE,"ns","interaction_LRT_any",10.5140734953899,"map04977","LMBR1",""
"Mycgr3G28618","","",142.900054964068,-1.5559301718695,0.513525664516122,0.00521540655717617,0.0258914711509625,TRUE,"down","interaction_LRT_any",10.512276468756,"","",""
"Mycgr3G64493","","NAD(P)H-binding",222.662644017645,-0.866186320367488,0.294932873762599,0.00522273279109428,0.0259138719144328,FALSE,"ns","interaction_LRT_any",10.5094689817598,"","NAD_binding_10;NmrA",""
"Mycgr3G91133","","Transcriptional regulation of mitochondrial recombination",320.428297566004,0.8122999305934,0.252788217899868,0.00526902410620159,0.0261294792644106,FALSE,"ns","interaction_LRT_any",10.491820225331,"","Mhr1",""
