gene,enzyme_name,enzyme_id,rxn_id,EC,parameter,ident,identifiable_from_growth,refined,top_descriptor
,Gluconokinase,P39208,GNKNo2,,Topt_i,0.0,False,False,CT_max_C
hemC,Hydroxymethylbilane synthase,P06983,HMBSNo1,,Topt_i,0.0,False,False,CT_max_C
cpdB,3'-nucleotidase (AMP) (periplasm),P08331,3NTD7ppNo1,,Topt_i,0.0,False,False,CT_max_C
phoA,3'-nucleotidase (AMP) (periplasm),P00634,3NTD7ppNo2,,Topt_i,0.0,False,False,CT_max_C
cpdB,3'-nucleotidase (CMP) (periplasm),P08331,3NTD4ppNo1,,Topt_i,0.0,False,False,CT_max_C
phoA,3'-nucleotidase (CMP) (periplasm),P00634,3NTD4ppNo2,,Topt_i,0.0,False,False,CT_max_C
cpdB,3'-nucleotidase (UMP) (periplasm),P08331,3NTD2ppNo1,,Topt_i,0.0,False,False,CT_max_C
phoA,3'-nucleotidase (UMP) (periplasm),P00634,3NTD2ppNo2,,Topt_i,0.0,False,False,CT_max_C
cpdB,3'-nucleotidase (GMP) (periplasm),P08331,3NTD9ppNo1,,Topt_i,0.0,False,False,CT_max_C
phoA,3'-nucleotidase (GMP) (periplasm),P00634,3NTD9ppNo2,,Topt_i,0.0,False,False,CT_max_C
,Rhamnulokinase,P32171,RMKNo1,,Topt_i,0.0,False,False,CT_max_C
ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Q46893,MEPCTNo1,,Topt_i,6.824199441111387e-06,False,False,CT_max_C
gdhA,Glutamate dehydrogenase (NADP),P00370,GLUDyNo1,,Topt_i,0.007532309627478,False,True,niche_width_C
gltB;gltD,Glutamate dehydrogenase (NADP),P09831,GLUDyNo2,,Topt_i,0.0,False,False,CT_max_C
cpdB,"2',3'-cyclic-nucleotide phosphodiesterase (AMP) (periplasm)",P08331,23PDE7ppNo1,,Topt_i,0.0,False,False,CT_max_C
gatA;gatB;ptsH;ptsI,Galactitol transport via PEP:Pyr PTS (periplasm),P08839,GALTptsppNo1,,Topt_i,0.0,False,False,CT_max_C
zntA,"Zinc (Zn+2) ABC transporter, efflux (periplasm)",P37617,ZN2abcppNo1,,Topt_i,0.0,False,False,CT_max_C
ghrA,Glycolate dehydrogenase (NADP),P75913,GLYCLTDyNo1,,Topt_i,0.0,False,False,CT_max_C
ghrB,Glycolate dehydrogenase (NADP),P37666,GLYCLTDyNo2,,Topt_i,0.0,False,False,CT_max_C
ldcC,Lysine decarboxylase,P52095,LYSDCNo1,,Topt_i,0.0,False,False,CT_max_C
cadA,Lysine decarboxylase,P0A9H3,LYSDCNo2,,Topt_i,0.0,False,False,CT_max_C
dadA,D-Amino acid dehydrogenase,P0A6J5,DAADNo1,,Topt_i,0.0003120308083447,False,False,CT_max_C
crr;ptsH;ptsI,D-glucose transport via PEP:Pyr PTS (periplasm),P08839,GLCptsppNo1,,Topt_i,0.0,False,False,CT_max_C
crr;ptsG;ptsH;ptsI,D-glucose transport via PEP:Pyr PTS (periplasm),P08839,GLCptsppNo2,,Topt_i,0.0,False,False,CT_max_C
manX;manY;manZ;ptsH;ptsI,D-glucose transport via PEP:Pyr PTS (periplasm),P08839,GLCptsppNo3,,Topt_i,0.0,False,False,CT_max_C
ugpB,Sn-Glycerol 3-phosphate transport via ABC system (periplasm),P0AG80,GLYC3PabcppNo1,,Topt_i,0.0,False,False,CT_max_C
crr;ptsH;ptsI,N-acetylmuramate transport via PEP:Pyr PTS (periplasm),P08839,ACMUMptsppNo1,,Topt_i,0.0,False,False,CT_max_C
hisC,Histidinol-phosphate transaminase,P06986,HSTPTNo1,,Topt_i,0.0,False,False,CT_max_C
potA;potD,Spermidine transport via ABC system (periplasm),P0AFK4,SPMDabcppNo1,,Topt_i,0.0,False,False,CT_max_C
ydcS,Spermidine transport via ABC system (periplasm),P0AFR9,SPMDabcppNo2,,Topt_i,0.0,False,False,CT_max_C
,Nucleoside triphosphate pyrophosphorylase (datp),P0AFC0,NTPP5No1,,Topt_i,0.0,False,False,CT_max_C
,Nucleoside triphosphate pyrophosphorylase (datp),P0AEY3,NTPP5No2,,Topt_i,0.0,False,False,CT_max_C
dapD,Tetrahydrodipicolinate succinylase,P0A9D8,THDPSNo1,,Topt_i,0.0,False,False,CT_max_C
tam,Trans-aconitate methyltransferase,P76145,ACONMTNo1,,Topt_i,0.0,False,False,CT_max_C
ilvA,L-threonine deaminase,P04968,THRD_LNo1,,Topt_i,0.0,False,False,CT_max_C
,L-threonine deaminase,P0AGF6,THRD_LNo2,,Topt_i,0.0,False,False,CT_max_C
surE,5'-nucleotidase (dCMP),P0A840,NTD3No1,,Topt_i,0.0,False,False,CT_max_C
yfbR,5'-nucleotidase (dCMP),P76491,NTD3No2,,Topt_i,0.0,False,False,CT_max_C
,5'-nucleotidase (dCMP),P76514,NTD3No3,,Topt_i,0.0,False,False,CT_max_C
gloB,Hydroxyacylglutathione hydrolase,P0AC84,GLYOXNo1,,Topt_i,0.0,False,False,CT_max_C
pncB,Nicotinic acid mononucleotide pyrophosphorylase,P18133,NAMNPPNo1,,Topt_i,0.0,False,False,CT_max_C
selD,Selenophosphate synthase,P16456,SELNPSNo1,,Topt_i,0.0,False,False,CT_max_C
solA,N-methyltryptophan oxidase,P40874,MTRPOXNo1,,Topt_i,0.0,False,False,CT_max_C
mepS,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase (periplasmic)",P0AFV4,AGM4PCPppNo1,,Topt_i,0.0,False,False,CT_max_C
gppA,"Guanosine-5'-triphosphate,3'-diphosphate diphosphatase",P25552,GTPDPDPNo1,,Topt_i,0.0,False,False,CT_max_C
,Carnitine-CoA racemase,P31551,CRNCARNo1,,Topt_i,0.0,False,False,CT_max_C
mglA;mglB,D-galactose transport via ABC system (periplasm),P0AAG8,GALabcppNo1,,Topt_i,0.0,False,False,CT_max_C
ytfQ,D-galactose transport via ABC system (periplasm),P37772,GALabcppNo2,,Topt_i,0.0,False,False,CT_max_C
nrdA;nrdB;trxA,Ribonucleoside-diphosphate reductase (GDP),P00452,RNDR2No1,,Topt_i,0.0,False,False,CT_max_C
nrdA;nrdB;trxC,Ribonucleoside-diphosphate reductase (GDP),P00452,RNDR2No2,,Topt_i,0.0,False,False,CT_max_C
anmK,"1,6-anhydrous-N-Acetylmuramate kinase",P77570,ANHMKNo1,,Topt_i,0.0,False,False,CT_max_C
,Dihydrofolate reductase,P0AFS3,DHFRNo1,,Topt_i,0.0,False,False,CT_max_C
folA,Dihydrofolate reductase,P0ABQ4,DHFRNo2,,Topt_i,0.0002654587287595,False,False,CT_max_C
trpC,Phosphoribosylanthranilate isomerase (irreversible),P00909,PRAIiNo1,,Topt_i,0.0,False,False,CT_max_C
,Xanthine dehydrogenase,Q46799,XANDNo1,,Topt_i,0.0,False,False,CT_max_C
fadB,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),P21177,HACD3No1,,Topt_i,0.0,False,False,CT_max_C
fadJ,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),P77399,HACD3No2,,Topt_i,5.070856792235718e-05,False,False,CT_max_C
tyrB,Tyrosine transaminase,P04693,TYRTANo1,,Topt_i,0.0,False,False,CT_max_C
aspC,Tyrosine transaminase,P00509,TYRTANo2,,Topt_i,0.0,False,False,CT_max_C
ilvE,Tyrosine transaminase,P0AB80,TYRTANo3,,Topt_i,0.0,False,False,CT_max_C
aroK,Shikimate kinase,P0A6D7,SHKKNo1,,Topt_i,0.0,False,False,CT_max_C
,Shikimate kinase,P0A6E1,SHKKNo2,,Topt_i,3.325632781333847e-06,False,False,CT_max_C
fhuC,Aerobactin transport via ABC system (periplasm),P06972,ARBTNabcppNo1,,Topt_i,0.0,False,False,CT_max_C
cobT,Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase,P36562,NNDMBRTNo1,,Topt_i,0.0,False,False,CT_max_C
glyA,L-allo-Threonine Aldolase,P0A825,THRA2No1,,Topt_i,0.0,False,False,CT_max_C
ltaE,L-allo-Threonine Aldolase,P75823,THRA2No2,,Topt_i,0.0,False,False,CT_max_C
ppk,Polyphosphate kinase,P0A7B1,PPKNo1,,Topt_i,0.0,False,False,CT_max_C
,Succinylarginine dihydrolase,P76216,SADHNo1,,Topt_i,0.0,False,False,CT_max_C
gltB;gltD,Glutamate synthase (NADPH),P09831,GLUSyNo1,,Topt_i,0.0,False,False,CT_max_C
hpt,Guanine phosphoribosyltransferase,P0A9M2,GUAPRTNo1,,Topt_i,0.0,False,False,CT_max_C
gpt,Guanine phosphoribosyltransferase,P0A9M5,GUAPRTNo2,,Topt_i,0.0,False,False,CT_max_C
patD,Aminobutyraldehyde dehydrogenase,P77674,ABUTDNo1,,Topt_i,0.0,False,False,CT_max_C
epd,Erythrose 4-phosphate dehydrogenase,P0A9B6,E4PDNo1,,Topt_i,0.0,False,False,CT_max_C
gapA,Erythrose 4-phosphate dehydrogenase,P0A9B2,E4PDNo2,,Topt_i,0.0,False,False,CT_max_C
hisF;hisH,Imidazole-glycerol-3-phosphate synthase,P60595,IG3PSNo1,,Topt_i,0.0,False,False,CT_max_C
aceE;aceF;lpdA,Pyruvate dehydrogenase,P0A9P0,PDHNo1,,Topt_i,0.0,False,False,CT_max_C
metF,"5,10-methylenetetrahydrofolate reductase (NADH)",P0AEZ1,MTHFR2No1,,Topt_i,3.99382949690966e-06,False,False,CT_max_C
,Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm),P46923,DMSOR2ppNo1,,Topt_i,0.0,False,False,CT_max_C
adk,Deoxyadenylate kinase,P69441,DADKNo1,,Topt_i,0.0,False,False,CT_max_C
dut,DUTP diphosphatase,P06968,DUTPDPNo1,,Topt_i,0.0,False,False,CT_max_C
,DUTP diphosphatase,P52006,DUTPDPNo2,,Topt_i,3.427518438534701e-07,False,False,CT_max_C
hyaB,Hydrogenase (Demethylmenaquinone-8: 2 protons) (periplasm),P0AAM1,HYD3ppNo1,,Topt_i,0.0,False,False,CT_max_C
hybC,Hydrogenase (Demethylmenaquinone-8: 2 protons) (periplasm),P0AAJ8,HYD3ppNo2,,Topt_i,0.0,False,False,CT_max_C
narY;narZ,Nitrate reductase (Ubiquinol-8) (periplasm),P0AF32,NO3R1ppNo1,,Topt_i,0.0,False,False,CT_max_C
narG;narH,Nitrate reductase (Ubiquinol-8) (periplasm),P09152,NO3R1ppNo2,,Topt_i,0.0,False,False,CT_max_C
rsgA,Nucleoside-triphosphatase (CTP),P39286,NTP5No1,,Topt_i,0.0,False,False,CT_max_C
ptsH;ptsI,Cellobiose transport via PEPPyr PTS,P08839,CELBptsNo1,,Topt_i,0.0,False,False,CT_max_C
ptsH;ptsI,Cellobiose transport via PEPPyr PTS,P08839,CELBptsNo2,,Topt_i,0.0,False,False,CT_max_C
mtnN,Methylthioadenosine nucleosidase,P0AF12,MTANNo1,,Topt_i,0.0,False,False,CT_max_C
panE,2-dehydropantoate 2-reductase,P0A9J4,DPRNo1,,Topt_i,0.0,False,False,CT_max_C
ilvC,2-dehydropantoate 2-reductase,P05793,DPRNo2,,Topt_i,0.0,False,False,CT_max_C
aas;acpP,Acyl-[acyl-carrier-protein] synthetase  (n-C18:1),P0A6A8,AACPS5No1,,Topt_i,0.0,False,False,CT_max_C
manX;manY;manZ;ptsH;ptsI,D-mannose transport via PEP:Pyr PTS (periplasm),P08839,MANptsppNo1,,Topt_i,0.0,False,False,CT_max_C
surE,5'-nucleotidase (dGMP),P0A840,NTD8No1,,Topt_i,0.0,False,False,CT_max_C
yfbR,5'-nucleotidase (dGMP),P76491,NTD8No2,,Topt_i,0.0,False,False,CT_max_C
,5'-nucleotidase (dGMP),P64636,NTD8No3,,Topt_i,0.0,False,False,CT_max_C
,5'-nucleotidase (dGMP),P76514,NTD8No4,,Topt_i,0.0,False,False,CT_max_C
,Galactarate dehydratase,P39829,GALCTDNo1,,Topt_i,0.0,False,False,CT_max_C
,Maltodextrin glucosidase (maltohexaose),P21517,MLTG4No1,,Topt_i,0.0,False,False,CT_max_C
arnA,UDP-glucuronate C-4'' decarboxylase,P77398,UDPGDCNo1,,Topt_i,0.0,False,False,CT_max_C
,Purine-nucleoside phosphorylase (Deoxyguanosine),P45563,PUNP4No1,,Topt_i,0.0,False,False,CT_max_C
deoD,Purine-nucleoside phosphorylase (Deoxyguanosine),P0ABP8,PUNP4No2,,Topt_i,0.0,False,False,CT_max_C
bioA,Adenosylmethionine-8-amino-7-oxononanoate transaminase,P12995,AMAOTrNo1,,Topt_i,0.0,False,False,CT_max_C
ybiV,Glucose-6-phosphate phosphatase,P75792,G6PPNo1,,Topt_i,0.0,False,False,CT_max_C
yigL,Glucose-6-phosphate phosphatase,P27848,G6PPNo2,,Topt_i,0.0,False,False,CT_max_C
hxpA,Glucose-6-phosphate phosphatase,P77625,G6PPNo3,,Topt_i,0.0,False,False,CT_max_C
,Methylmalonyl-CoA decarboxylase,P52045,MMCDNo1,,Topt_i,0.0,False,False,CT_max_C
glnA,Glutamine synthetase,P0A9C5,GLNSNo1,,Topt_i,0.0344266267869388,False,True,niche_width_C
gshB,Glutathione synthetase,P04425,GTHSNo1,,Topt_i,0.0,False,False,CT_max_C
,Acetyl-CoA C-acetyltransferase,P76461,ACACT1rNo1,,Topt_i,4.8307800382083144e-05,False,False,CT_max_C
fadI,Acetyl-CoA C-acetyltransferase,P76503,ACACT1rNo2,,Topt_i,0.0,False,False,CT_max_C
fadA,Acetyl-CoA C-acetyltransferase,P21151,ACACT1rNo3,,Topt_i,0.0,False,False,CT_max_C
crr;ptsH;ptsI,Maltose transport via PEP:Pyr PTS (periplasm),P08839,MALTptsppNo1,,Topt_i,0.0,False,False,CT_max_C
arnB,UDP-4''-ketopentose:UDP-4-amino-4-deoxy-L-arabinose aminotransferase,P77690,UDPKAATNo1,,Topt_i,0.0,False,False,CT_max_C
arnA,UDP-L-Ara4N formyltransferase,P77398,ULA4NFTNo1,,Topt_i,0.0,False,False,CT_max_C
ushA,5'-nucleotidase (IMP),P07024,NTD11ppNo1,,Topt_i,0.0,False,False,CT_max_C
aphA,5'-nucleotidase (IMP),P0AE22,NTD11ppNo2,,Topt_i,0.0,False,False,CT_max_C
ghrB,"2,5-diketo-D-gluconate reductase (NADH)",P37666,DKGLCNR2xNo1,,Topt_i,0.0,False,False,CT_max_C
argA,N-acetylglutamate synthase,P0A6C5,ACGSNo1,,Topt_i,0.0,False,False,CT_max_C
,"3',5'-cyclic-nucleotide phosphodiesterase",P76129,PDE1No1,,Topt_i,0.0,False,False,CT_max_C
cpdA,"3',5'-cyclic-nucleotide phosphodiesterase",P0AEW4,PDE1No2,,Topt_i,0.0,False,False,CT_max_C
arnC,Undecaprenyl phosphate-L-Ara4FN transferase,P77757,UPLA4FNTNo1,,Topt_i,0.0,False,False,CT_max_C
,Undecaprenyl phosphate-L-Ara4FN formylase,P76472,UPLA4FNFNo1,,Topt_i,0.0,False,False,CT_max_C
rfaC,Heptosyltransferase I (LPS core synthesis),P24173,HEPT1No1,,Topt_i,0.0,False,False,CT_max_C
,2-methylcitrate dehydratase,P77243,MCITDNo1,,Topt_i,0.0,False,False,CT_max_C
maa,D-glucose O-acetyltransferase,P77791,GLCATrNo1,,Topt_i,0.0,False,False,CT_max_C
dkgA,Aldose reductase (methylglyoxal),Q46857,ALR2No1,,Topt_i,0.0,False,False,CT_max_C
dkgB,Aldose reductase (methylglyoxal),P30863,ALR2No2,,Topt_i,0.0,False,False,CT_max_C
yeaE,Aldose reductase (methylglyoxal),P76234,ALR2No3,,Topt_i,0.0,False,False,CT_max_C
gpr,Aldose reductase (methylglyoxal),Q46851,ALR2No4,,Topt_i,0.0,False,False,CT_max_C
malQ,Amylomaltase (maltotetraose),P15977,AMALT2No1,,Topt_i,0.0,False,False,CT_max_C
malP,Maltodextrin phosphorylase (maltopentaose),P00490,MLTP1No1,,Topt_i,0.0,False,False,CT_max_C
rfaF,Heptosyltransferase II (LPS core synthesis),P37692,HEPT2No1,,Topt_i,0.0,False,False,CT_max_C
ddlA,D-alanine-D-alanine ligase,P0A6J8,ALAALArNo1,,Topt_i,0.0,False,False,CT_max_C
ddlB,D-alanine-D-alanine ligase,P07862,ALAALArNo2,,Topt_i,0.0001250019269795,False,True,CT_max_C
,Hypoxanthine dehydrogenase,Q46799,HXANDNo1,,Topt_i,0.0,False,False,CT_max_C
zntA,Cadmium (Cd+2) ABC transporter (periplasm),P37617,CD2abcppNo1,,Topt_i,0.0,False,False,CT_max_C
,3-deoxy-D-manno-octulosonic acid transferase III (LPS core biosynthesis),P27241,MOAT3CNo1,,Topt_i,0.0,False,False,CT_max_C
adk,Adenosine kinase,P69441,ADNK1No1,,Topt_i,0.0,False,False,CT_max_C
rfaS,Rhamnosyltransferase I (LPS core biosynthesis),P27126,RHAT1No1,,Topt_i,0.0,False,False,CT_max_C
mglA;mglB,D-glucose transport via ABC system (periplasm),P0AAG8,GLCabcppNo1,,Topt_i,0.0,False,False,CT_max_C
,Galactosyltransferase I (LPS core synthesis),P27127,GALT1No1,,Topt_i,0.0,False,False,CT_max_C
rfaI,Glucosyltransferase II (LPS core synthesis),P27128,GLCTR2No1,,Topt_i,0.0,False,False,CT_max_C
aphA,Glycerol 2-phosphate phosphatase (periplasmic),P0AE22,G2PPppNo1,,Topt_i,0.0,False,False,CT_max_C
phoA,Glycerol 2-phosphate phosphatase (periplasmic),P00634,G2PPppNo2,,Topt_i,0.0,False,False,CT_max_C
ushA,UDPglucose pyrophosphohydrolase,P07024,UDPGPppNo1,,Topt_i,0.0,False,False,CT_max_C
rfaP,LPS heptose kinase I (LPS core synthesis),P25741,HEPK1No1,,Topt_i,0.0,False,False,CT_max_C
rfaQ,Heptosyltransferase III (LPS core synthesis),P25742,HEPT3No1,,Topt_i,0.0,False,False,CT_max_C
,LPS heptose kinase II (LPS core synthesis),P27240,HEPK2No1,,Topt_i,0.0,False,False,CT_max_C
aldB,"Aldehyde dehydrogenase (propanal, NADP)",P37685,ALDD3yNo1,,Topt_i,0.0,False,False,CT_max_C
ahr,"Aldehyde dehydrogenase (propanal, NADP)",P27250,ALDD3yNo2,,Topt_i,0.0,False,False,CT_max_C
yqhD,"Aldehyde dehydrogenase (propanal, NADP)",Q46856,ALDD3yNo3,,Topt_i,0.0,False,False,CT_max_C
ybiV,Ribose 5-phosphate phosphatase,P75792,R5PPNo1,,Topt_i,0.0,False,False,CT_max_C
yqaB,Ribose 5-phosphate phosphatase,P77475,R5PPNo2,,Topt_i,0.0,False,False,CT_max_C
nagD,Ribose 5-phosphate phosphatase,P0AF24,R5PPNo3,,Topt_i,0.0,False,False,CT_max_C
hxpA,Ribose 5-phosphate phosphatase,P77625,R5PPNo4,,Topt_i,0.0,False,False,CT_max_C
yidA,Ribose 5-phosphate phosphatase,P0A8Y5,R5PPNo5,,Topt_i,0.0,False,False,CT_max_C
csdA,L-cysteine sulfinic acid desulfurase,Q46925,CYSSADSNo1,,Topt_i,0.0,False,False,CT_max_C
,L-cysteine sulfinic acid desulfurase,P77444,CYSSADSNo2,,Topt_i,0.0,False,False,CT_max_C
hemN,Oxygen Independent coproporphyrinogen-III oxidase,P32131,CPPPGO2No1,,Topt_i,7.59085243823661e-08,False,False,CT_max_C
nagZ,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide beta -1,4-N-acetylglucosaminidase",P75949,AGM3PHNo1,,Topt_i,0.0,False,False,CT_max_C
amiB,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm),P26365,AGM3PAppNo1,,Topt_i,0.0,False,False,CT_max_C
amiA,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm),P36548,AGM3PAppNo2,,Topt_i,0.0,False,False,CT_max_C
amiC,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm),P63883,AGM3PAppNo3,,Topt_i,0.0,False,False,CT_max_C
,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm),P75820,AGM3PAppNo4,,Topt_i,0.0,False,False,CT_max_C
hemG,Protoporphyrinogen oxidase (aerobic),P0ACB4,PPPGONo1,,Topt_i,0.0001331511804173,False,False,CT_max_C
dld,D-lactate dehydrogenase,P06149,LDH_D2No1,,Topt_i,0.0,False,False,CT_max_C
cysG,Sirohydrochlorin ferrochelatase,P0AEA8,SHCHFNo1,,Topt_i,0.0002285017439583,False,False,CT_max_C
sucC;sucD,Succinyl-CoA synthetase (ADP-forming),P0A836,SUCOASNo1,,Topt_i,0.0,False,False,CT_max_C
,O-succinylbenzoate-CoA ligase,P37353,SUCBZLNo1,,Topt_i,0.0,False,False,CT_max_C
dcyD,D-cysteine desulfhydrase,P76316,CYSDDSNo1,,Topt_i,0.0,False,False,CT_max_C
,Nucleoside-triphosphatase (ATP),P77319,NTP1No1,,Topt_i,0.0,False,False,CT_max_C
rsgA,Nucleoside-triphosphatase (ATP),P39286,NTP1No2,,Topt_i,0.0,False,False,CT_max_C
rsgA,Nucleoside-triphosphatase (ITP),P39286,NTP10No1,,Topt_i,0.0,False,False,CT_max_C
yjjX,Nucleoside-triphosphatase (ITP),P39411,NTP10No2,,Topt_i,0.0,False,False,CT_max_C
purM,Phosphoribosylaminoimidazole synthase,P08178,PRAISNo1,,Topt_i,0.0,False,False,CT_max_C
,GDP-4-dehydro-6-deoxy-D-mannose epimerase,P32055,GDMANENo1,,Topt_i,0.0,False,False,CT_max_C
ugpQ,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),P10908,GPDDA4No1,,Topt_i,0.0,False,False,CT_max_C
,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C12:0)",P07000,LPLIPAL2ATG120No1,,Topt_i,0.0,False,False,CT_max_C
pldA,"Phospholipase A1 (phosphatidylethanolamine, n-C14:0) (periplasm)",P0A921,PLIPA1E140ppNo1,,Topt_i,0.0,False,False,CT_max_C
,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)",P07000,LPLIPAL2E140No1,,Topt_i,0.0,False,False,CT_max_C
pldA,"Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm)",P0A921,PLIPA1E160ppNo1,,Topt_i,0.0,False,False,CT_max_C
galK,Galactokinase,P0A6T3,GALKrNo1,,Topt_i,0.0,False,False,CT_max_C
pldA,"Phospholipase A1 (phosphatidylethanolamine, n-C16:1) (periplasm)",P0A921,PLIPA1E161ppNo1,,Topt_i,0.0,False,False,CT_max_C
aas;acpP,Acyl-[acyl-carrier-protein] synthetase  (n-C10:0),P0A6A8,AACPS8No1,,Topt_i,0.0,False,False,CT_max_C
aas;acpP,Acyl-[acyl-carrier-protein] synthetase  (n-C8:0),P0A6A8,AACPS9No1,,Topt_i,0.0,False,False,CT_max_C
,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)",P07000,LPLIPAL2E180No1,,Topt_i,0.0,False,False,CT_max_C
,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)",P07000,LPLIPAL2G161No1,,Topt_i,0.0,False,False,CT_max_C
,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)",P07000,LPLIPAL2G181No1,,Topt_i,0.0,False,False,CT_max_C
,Acetyl-CoA:hexanoate-CoA transferase,P76458,HXCTNo1,,Topt_i,0.0,False,False,CT_max_C
aas;acpP,Acyl-[acyl-carrier-protein] synthetase  (n-C18:0),P0A6A8,AACPS6No1,,Topt_i,0.0,False,False,CT_max_C
aas,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0),P31119,2AGPEAT160No1,,Topt_i,0.0,False,False,CT_max_C
aas;acpP,Acyl-[acyl-carrier-protein] synthetase  (n-C12:0),P0A6A8,AACPS7No1,,Topt_i,0.5258031949035954,True,True,niche_width_C
panC,Pantothenate synthase,P31663,PANTSNo1,,Topt_i,0.0,False,False,CT_max_C
ugpB,Sn-glycerol-3-phosphoglycerol transport via ABC system (periplasm),P0AG80,G3PGabcppNo1,,Topt_i,0.0,False,False,CT_max_C
ugpB,Sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm),P0AG80,G3PIabcppNo1,,Topt_i,0.0,False,False,CT_max_C
,Dihydrouracil dehydrogenase (NAD),P25889,DURADxNo1,,Topt_i,0.0,False,False,CT_max_C
fadJ,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA),P77399,ECOAH7No1,,Topt_i,3.9619595263063255e-05,False,False,CT_max_C
fadB,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA),P21177,ECOAH7No2,,Topt_i,0.0,False,False,CT_max_C
agp,Glucose-1-phosphatase,P19926,G1PPppNo1,,Topt_i,0.0,False,False,CT_max_C
phoA,Glucose-1-phosphatase,P00634,G1PPppNo2,,Topt_i,0.0,False,False,CT_max_C
,Galactonate dehydratase,Q6BF17,GALCTNDNo1,,Topt_i,0.0,False,False,CT_max_C
aldA,Glycolaldehyde dehydrogenase,P25553,GCALDDNo1,,Topt_i,2.597429888342069e-07,False,False,CT_max_C
hisB,Histidinol-phosphatase,P06987,HISTPNo1,,Topt_i,0.0,False,False,CT_max_C
ugpB,Sn-glycerol-3-phosphoserine transport via ABC system (periplasm),P0AG80,G3PSabcppNo1,,Topt_i,0.0,False,False,CT_max_C
ygiN,Quinol monooxygenase (Ubiquinol-8),P0ADU2,QMO2No1,,Topt_i,0.0,False,False,CT_max_C
ygiN,Quinol monooxygenase (menaquinol 8),P0ADU2,QMO3No1,,Topt_i,0.0,False,False,CT_max_C
,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)",P07000,LPLIPAL2E141No1,,Topt_i,0.0,False,False,CT_max_C
,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)",P07000,LPLIPAL2E161No1,,Topt_i,0.0,False,False,CT_max_C
ldhA,D-lactate dehydrogenase,P52643,LDH_DNo1,,Topt_i,0.0,False,False,CT_max_C
malQ,Amylomaltase (maltohexaose),P15977,AMALT4No1,,Topt_i,0.0,False,False,CT_max_C
surE,5'-nucleotidase (IMP),P0A840,NTD11No1,,Topt_i,0.0,False,False,CT_max_C
,5'-nucleotidase (IMP),P64636,NTD11No2,,Topt_i,0.0,False,False,CT_max_C
,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)",P07000,LPLIPAL2E181No1,,Topt_i,0.0,False,False,CT_max_C
,YUMP synthetase,P33025,YUMPSNo1,,Topt_i,0.0,False,False,CT_max_C
,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)",P07000,LPLIPAL2G180No1,,Topt_i,0.0,False,False,CT_max_C
,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)",P07000,LPLIPAL2G141No1,,Topt_i,0.0,False,False,CT_max_C
idi,Isopentenyl-diphosphate D-isomerase,Q46822,IPDDINo1,,Topt_i,0.0,False,False,CT_max_C
speC,Ornithine Decarboxylase,P21169,ORNDCNo1,,Topt_i,0.0,False,False,CT_max_C
,Ornithine Decarboxylase,P24169,ORNDCNo2,,Topt_i,0.0,False,False,CT_max_C
cysG,Uroporphyrinogen methyltransferase,P0AEA8,UPP3MTNo1,,Topt_i,0.0002285017439583,False,False,CT_max_C
fabH,Beta-ketoacyl-ACP synthase (2),P0A6R0,KAS15No1,,Topt_i,0.0,False,False,CT_max_C
fadD,Fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling),P69451,FACOAL181t2ppNo1,,Topt_i,0.0,False,False,CT_max_C
