gene_id,ensembl_description
Mycgr3G96317,Putative uncharacterized protein
Mycgr3G96334,Putative uncharacterized protein
Mycgr3G96335,Putative uncharacterized protein
Mycgr3G96339,Putative uncharacterized protein
Mycgr3G96349,Putative uncharacterized protein
Mycgr3G96354,Putative uncharacterized protein
Mycgr3G96355,Putative uncharacterized protein
Mycgr3G96356,Putative uncharacterized protein
Mycgr3G96361,Putative uncharacterized protein
Mycgr3G96362,Putative uncharacterized protein
Mycgr3G96363,Putative uncharacterized protein
Mycgr3G96366,Putative uncharacterized protein
Mycgr3G96367,Putative uncharacterized protein
Mycgr3G96368,Putative uncharacterized protein
Mycgr3G96369,Putative uncharacterized protein
Mycgr3G96370,Putative uncharacterized protein
Mycgr3G96371,Putative uncharacterized protein
Mycgr3G96372,Putative uncharacterized protein
Mycgr3G96374,Putative uncharacterized protein
Mycgr3G96376,"Lipolytic enzyme, G-D-S-L"
Mycgr3G96377,Putative uncharacterized protein
Mycgr3G96380,Putative uncharacterized protein
Mycgr3G96384,Putative uncharacterized protein
Mycgr3G96387,Putative uncharacterized protein
Mycgr3G96389,Putative uncharacterized protein
Mycgr3G96400,Putative uncharacterized protein
Mycgr3G96401,Putative uncharacterized protein
Mycgr3G96402,Putative uncharacterized protein
Mycgr3G96410,Putative uncharacterized protein
Mycgr3G96414,Putative uncharacterized protein
Mycgr3G96415,Putative uncharacterized protein
Mycgr3G96417,Putative uncharacterized protein
Mycgr3G96418,Putative uncharacterized protein
Mycgr3G96419,Putative uncharacterized protein
Mycgr3G96423,Putative uncharacterized protein
Mycgr3G96426,Putative uncharacterized protein
Mycgr3G96427,Putative uncharacterized protein
Mycgr3G96433,Putative uncharacterized protein
Mycgr3G96434,Putative uncharacterized protein
Mycgr3G96436,Putative uncharacterized protein
Mycgr3G96437,Putative uncharacterized protein
Mycgr3G96438,Putative uncharacterized protein
Mycgr3G96439,Putative uncharacterized protein
Mycgr3G96440,Putative uncharacterized protein
Mycgr3G96450,Putative uncharacterized protein
Mycgr3G96451,Putative uncharacterized protein
Mycgr3G96461,Putative uncharacterized protein
Mycgr3G96466,Putative uncharacterized protein
Mycgr3G96467,Putative uncharacterized protein
Mycgr3G96474,Putative uncharacterized protein
Mycgr3G96477,Putative uncharacterized protein
Mycgr3G96486,Putative uncharacterized protein
Mycgr3G96494,Putative uncharacterized protein
Mycgr3G96497,Putative uncharacterized protein
Mycgr3G96505,Beta-xylosidase
Mycgr3G96510,Putative uncharacterized protein
Mycgr3G96518,Putative uncharacterized protein
Mycgr3G96527,Putative uncharacterized protein
Mycgr3G96528,Putative uncharacterized protein
Mycgr3G96529,Putative uncharacterized protein
Mycgr3G96530,Putative uncharacterized protein
Mycgr3G96536,Hydrophobin-like protein
Mycgr3G96541,Putative uncharacterized protein
Mycgr3G96543,Hydrophobin-like protein
Mycgr3G96544,Putative uncharacterized protein
Mycgr3G96548,Putative uncharacterized protein
Mycgr3G96551,Putative uncharacterized protein
Mycgr3G96552,Putative uncharacterized protein
Mycgr3G96554,Putative uncharacterized protein
Mycgr3G96555,Putative uncharacterized protein
Mycgr3G96565,Putative uncharacterized protein
Mycgr3G96566,Putative uncharacterized protein
Mycgr3G96567,Putative uncharacterized protein
Mycgr3G96571,Putative uncharacterized protein
Mycgr3G96575,Putative uncharacterized protein
Mycgr3G96578,Putative uncharacterized protein
Mycgr3G96580,Putative uncharacterized protein
Mycgr3G96582,Putative uncharacterized protein
Mycgr3G96583,Putative uncharacterized protein
Mycgr3G96588,Putative uncharacterized protein
Mycgr3G96591,Putative uncharacterized protein
Mycgr3G96592,Polyketide synthase
Mycgr3G96593,Putative uncharacterized protein
Mycgr3G96599,Putative uncharacterized protein
Mycgr3G96600,Putative uncharacterized protein
Mycgr3G96602,Putative uncharacterized protein
Mycgr3G96615,Putative uncharacterized protein
Mycgr3G96617,Putative uncharacterized protein
Mycgr3G96622,Putative uncharacterized protein
Mycgr3G96624,Putative uncharacterized protein
Mycgr3G96625,Putative uncharacterized protein
Mycgr3G96628,Putative uncharacterized protein
Mycgr3G96631,Putative uncharacterized protein
Mycgr3G96634,Putative uncharacterized protein
Mycgr3G96635,Putative uncharacterized protein
Mycgr3G96640,Putative uncharacterized protein
Mycgr3G96643,Putative uncharacterized protein
Mycgr3G96644,Putative uncharacterized protein
Mycgr3G96645,Putative uncharacterized protein
Mycgr3G96646,Putative uncharacterized protein
Mycgr3G96648,Putative uncharacterized protein
Mycgr3G96649,Putative uncharacterized protein
Mycgr3G96650,Putative uncharacterized protein
Mycgr3G96651,Putative uncharacterized protein
Mycgr3G96672,Putative uncharacterized protein
Mycgr3G96676,Putative uncharacterized protein
Mycgr3G96677,Putative uncharacterized protein
Mycgr3G96686,Putative uncharacterized protein
Mycgr3G96691,Putative uncharacterized protein
Mycgr3G96701,Putative uncharacterized protein
Mycgr3G96703,Putative uncharacterized protein
Mycgr3G96704,Ca2+-modulated nonselective cation channel polycystin
Mycgr3G96713,Putative uncharacterized protein
Mycgr3G96716,Putative uncharacterized protein
Mycgr3G96726,Putative uncharacterized protein
Mycgr3G96728,Putative uncharacterized protein
Mycgr3G96729,Putative uncharacterized protein
Mycgr3G96731,Putative uncharacterized protein
Mycgr3G96736,Putative uncharacterized protein
Mycgr3G96751,Putative uncharacterized protein
Mycgr3G96752,Putative uncharacterized protein
Mycgr3G96753,Putative uncharacterized protein
Mycgr3G96754,Putative uncharacterized protein
Mycgr3G96755,Putative uncharacterized protein
Mycgr3G96758,Putative uncharacterized protein
Mycgr3G96771,Putative uncharacterized protein
Mycgr3G96782,Putative uncharacterized protein
Mycgr3G96784,Putative uncharacterized protein
Mycgr3G96785,Putative uncharacterized protein
Mycgr3G96788,Putative uncharacterized protein
Mycgr3G96803,Putative uncharacterized protein
Mycgr3G96804,Peptidase aspartic
Mycgr3G96806,Putative uncharacterized protein
Mycgr3G96811,Putative uncharacterized protein
Mycgr3G96812,Putative uncharacterized protein
Mycgr3G96813,Putative uncharacterized protein
Mycgr3G96814,Putative uncharacterized protein
Mycgr3G96820,Putative uncharacterized protein
Mycgr3G96825,Putative uncharacterized protein
Mycgr3G96834,Putative uncharacterized protein
Mycgr3G96836,Putative uncharacterized protein
Mycgr3G96838,Putative uncharacterized protein
Mycgr3G96844,Putative uncharacterized protein
Mycgr3G96845,Putative uncharacterized protein
Mycgr3G96846,Putative uncharacterized protein
Mycgr3G96847,Putative uncharacterized protein
Mycgr3G96851,Putative uncharacterized protein
Mycgr3G96856,Putative uncharacterized protein
Mycgr3G96858,Putative uncharacterized protein
Mycgr3G96865,Putative uncharacterized protein
Mycgr3G96867,Putative uncharacterized protein
Mycgr3G96868,Putative uncharacterized protein
Mycgr3G96869,Putative uncharacterized protein
Mycgr3G96870,Putative uncharacterized protein
Mycgr3G96876,Putative uncharacterized protein
Mycgr3G96877,Putative uncharacterized protein
Mycgr3G96882,Putative uncharacterized protein
Mycgr3G96887,Putative uncharacterized protein
Mycgr3G96889,Putative uncharacterized protein
Mycgr3G96900,Putative uncharacterized protein
Mycgr3G96901,Putative uncharacterized protein
Mycgr3G96902,Putative uncharacterized protein
Mycgr3G96903,Putative uncharacterized protein
Mycgr3G96904,Putative uncharacterized protein
Mycgr3G96910,Hydrophobin-like protein
Mycgr3G96914,Putative uncharacterized protein
Mycgr3G96927,Putative uncharacterized protein
Mycgr3G96942,Putative uncharacterized protein
Mycgr3G96943,Putative uncharacterized protein
Mycgr3G96944,Putative uncharacterized protein
Mycgr3G96946,Putative uncharacterized protein
Mycgr3G96947,Putative uncharacterized protein
Mycgr3G96949,Putative uncharacterized protein
Mycgr3G96951,Putative uncharacterized protein
Mycgr3G96962,Putative uncharacterized protein
Mycgr3G96972,Putative uncharacterized protein
Mycgr3G96981,Putative uncharacterized protein
Mycgr3G96984,Putative uncharacterized protein
Mycgr3G96992,Putative uncharacterized protein
Mycgr3G96993,Putative uncharacterized protein
Mycgr3G96994,Putative uncharacterized protein
Mycgr3G96997,Putative uncharacterized protein
Mycgr3G96998,Putative uncharacterized protein
Mycgr3G97002,Putative uncharacterized protein
Mycgr3G97003,Putative uncharacterized protein
Mycgr3G97004,Putative uncharacterized protein
Mycgr3G97006,Putative uncharacterized protein
Mycgr3G97016,Putative uncharacterized protein
Mycgr3G97024,Putative uncharacterized protein
Mycgr3G97025,Putative uncharacterized protein
Mycgr3G97031,Putative uncharacterized protein
Mycgr3G97032,Putative uncharacterized protein
Mycgr3G97034,Putative uncharacterized protein
Mycgr3G97035,Beta-Ig-H3/fasciclin
Mycgr3G97041,Putative uncharacterized protein
Mycgr3G97048,Putative uncharacterized protein
Mycgr3G97049,Putative uncharacterized protein
Mycgr3G97053,Putative uncharacterized protein
Mycgr3G97057,Putative uncharacterized protein
Mycgr3G97060,Putative uncharacterized protein
Mycgr3G97064,Putative uncharacterized protein
Mycgr3G97069,Putative uncharacterized protein
Mycgr3G97071,Putative uncharacterized protein
Mycgr3G97075,Putative uncharacterized protein
Mycgr3G97076,Putative uncharacterized protein
Mycgr3G97077,Putative uncharacterized protein
Mycgr3G97078,Putative uncharacterized protein
Mycgr3G97079,Putative uncharacterized protein
Mycgr3G97082,Putative uncharacterized protein
Mycgr3G97083,Putative uncharacterized protein
Mycgr3G97089,Putative uncharacterized protein
Mycgr3G97103,Putative uncharacterized protein
Mycgr3G97115,Putative uncharacterized protein
Mycgr3G97124,Putative uncharacterized protein
Mycgr3G97134,Putative uncharacterized protein
Mycgr3G97138,Putative uncharacterized protein
Mycgr3G97139,Putative uncharacterized protein
Mycgr3G97141,Putative uncharacterized protein
Mycgr3G97150,Putative uncharacterized protein
Mycgr3G97153,Putative uncharacterized protein
Mycgr3G97155,Putative uncharacterized protein
Mycgr3G97160,Putative uncharacterized protein
Mycgr3G97161,Putative uncharacterized protein
Mycgr3G97162,Putative uncharacterized protein
Mycgr3G97163,Putative uncharacterized protein
Mycgr3G97165,Putative uncharacterized protein
Mycgr3G97166,Putative uncharacterized protein
Mycgr3G97167,Lipase 3-like protein
Mycgr3G97168,Putative uncharacterized protein
Mycgr3G97171,Putative uncharacterized protein
Mycgr3G97176,Putative uncharacterized protein
Mycgr3G97178,Putative uncharacterized protein
Mycgr3G97179,Putative uncharacterized protein
Mycgr3G97180,Putative uncharacterized protein
Mycgr3G97182,Putative uncharacterized protein
Mycgr3G97196,Putative uncharacterized protein
Mycgr3G97197,Putative uncharacterized protein
Mycgr3G97203,Putative uncharacterized protein
Mycgr3G97209,Putative uncharacterized protein
Mycgr3G97210,Putative uncharacterized protein
Mycgr3G97212,Putative uncharacterized protein
Mycgr3G97214,Putative uncharacterized protein
Mycgr3G97215,Putative uncharacterized protein
Mycgr3G97226,Putative uncharacterized protein
Mycgr3G97233,Putative uncharacterized protein
Mycgr3G97235,Putative uncharacterized protein
Mycgr3G97237,Putative uncharacterized protein
Mycgr3G97241,Putative uncharacterized protein
Mycgr3G97242,Putative uncharacterized protein
Mycgr3G97243,Putative uncharacterized protein
Mycgr3G97246,Putative uncharacterized protein
Mycgr3G97259,Putative uncharacterized protein
Mycgr3G97261,Putative uncharacterized protein
Mycgr3G97262,Putative uncharacterized protein
Mycgr3G97265,Putative uncharacterized protein
Mycgr3G97279,Putative uncharacterized protein
Mycgr3G97280,Putative uncharacterized protein
Mycgr3G97283,Putative uncharacterized protein
Mycgr3G97284,Putative uncharacterized protein
Mycgr3G97287,Putative uncharacterized protein
Mycgr3G97289,Putative uncharacterized protein
Mycgr3G97295,Putative uncharacterized protein
Mycgr3G97297,Putative uncharacterized protein
Mycgr3G97302,Putative uncharacterized protein
Mycgr3G97305,Putative uncharacterized protein
Mycgr3G97319,Putative uncharacterized protein
Mycgr3G97320,Putative uncharacterized protein
Mycgr3G97321,Putative uncharacterized protein
Mycgr3G97322,Putative uncharacterized protein
Mycgr3G97327,Putative uncharacterized protein
Mycgr3G97328,Putative uncharacterized protein
Mycgr3G97329,Putative uncharacterized protein
Mycgr3G97330,Putative uncharacterized protein
Mycgr3G97333,Putative uncharacterized protein
Mycgr3G97336,Putative uncharacterized protein
Mycgr3G97342,Putative uncharacterized protein
Mycgr3G97345,Putative uncharacterized protein
Mycgr3G97358,Putative uncharacterized protein
Mycgr3G97361,Putative uncharacterized protein
Mycgr3G97363,Putative uncharacterized protein
Mycgr3G97369,Putative uncharacterized protein
Mycgr3G97371,Putative uncharacterized protein
Mycgr3G97372,Putative uncharacterized protein
Mycgr3G97374,Putative uncharacterized protein
Mycgr3G97379,Putative uncharacterized protein
Mycgr3G97382,Putative uncharacterized protein
Mycgr3G97383,Putative uncharacterized protein
Mycgr3G97384,Putative uncharacterized protein
Mycgr3G97389,Putative uncharacterized protein
Mycgr3G97402,Putative uncharacterized protein
Mycgr3G97404,Putative uncharacterized protein
Mycgr3G97416,Putative uncharacterized protein
Mycgr3G97419,Putative uncharacterized protein
Mycgr3G97426,Putative uncharacterized protein
Mycgr3G97431,Putative uncharacterized protein
Mycgr3G97433,Putative uncharacterized protein
Mycgr3G97443,Putative uncharacterized protein
Mycgr3G97444,Putative uncharacterized protein
Mycgr3G97449,Putative uncharacterized protein
Mycgr3G97451,Putative uncharacterized protein
Mycgr3G97455,Putative uncharacterized protein
Mycgr3G97465,Putative uncharacterized protein
Mycgr3G97466,Putative uncharacterized protein
Mycgr3G97474,Putative uncharacterized protein
Mycgr3G97477,Putative uncharacterized protein
Mycgr3G97483,Putative uncharacterized protein
Mycgr3G97486,Putative uncharacterized protein
Mycgr3G97493,Putative uncharacterized protein
Mycgr3G97494,Putative uncharacterized protein
Mycgr3G97498,Putative uncharacterized protein
Mycgr3G97500,Putative uncharacterized protein
Mycgr3G97502,Putative uncharacterized protein
Mycgr3G97511,Putative uncharacterized protein
Mycgr3G97518,Putative uncharacterized protein
Mycgr3G97523,Putative uncharacterized protein
Mycgr3G97524,Putative uncharacterized protein
Mycgr3G97525,Putative uncharacterized protein
Mycgr3G97526,Putative uncharacterized protein
Mycgr3G97527,Putative uncharacterized protein
Mycgr3G97532,Putative uncharacterized protein
Mycgr3G97533,Putative uncharacterized protein
Mycgr3G97535,Putative uncharacterized protein
Mycgr3G97536,Putative uncharacterized protein
Mycgr3G97538,Putative uncharacterized protein
Mycgr3G97539,Putative uncharacterized protein
Mycgr3G97540,Putative uncharacterized protein
Mycgr3G97541,Putative uncharacterized protein
Mycgr3G97542,Putative uncharacterized protein
Mycgr3G97543,Putative uncharacterized protein
Mycgr3G97547,Putative uncharacterized protein
Mycgr3G97549,Putative uncharacterized protein
Mycgr3G97550,Putative uncharacterized protein
Mycgr3G97552,Putative uncharacterized protein
Mycgr3G97553,Putative uncharacterized protein
Mycgr3G97554,Putative uncharacterized protein
Mycgr3G97555,Putative uncharacterized protein
Mycgr3G97556,Putative uncharacterized protein
Mycgr3G97557,Putative uncharacterized protein
Mycgr3G97558,Putative uncharacterized protein
Mycgr3G97559,Putative uncharacterized protein
Mycgr3G97560,Putative uncharacterized protein
Mycgr3G97562,Putative uncharacterized protein
Mycgr3G97564,Putative uncharacterized protein
Mycgr3G97566,Putative uncharacterized protein
Mycgr3G97567,Putative uncharacterized protein
Mycgr3G97568,Putative uncharacterized protein
Mycgr3G97571,Putative uncharacterized protein
Mycgr3G97573,Putative uncharacterized protein
Mycgr3G97574,Putative uncharacterized protein
Mycgr3G97575,Putative uncharacterized protein
Mycgr3G97579,Putative uncharacterized protein
Mycgr3G97580,Putative uncharacterized protein
Mycgr3G97582,Putative uncharacterized protein
Mycgr3G97584,Putative uncharacterized protein
Mycgr3G97585,Putative uncharacterized protein
Mycgr3G97586,Putative uncharacterized protein
Mycgr3G97588,Putative uncharacterized protein
Mycgr3G97592,Putative uncharacterized protein
Mycgr3G97594,Putative uncharacterized protein
Mycgr3G97599,Putative uncharacterized protein
Mycgr3G97602,Putative uncharacterized protein
Mycgr3G97605,Putative uncharacterized protein
Mycgr3G97606,Putative uncharacterized protein
Mycgr3G97608,Putative uncharacterized protein
Mycgr3G97609,Putative uncharacterized protein
Mycgr3G97610,Putative uncharacterized protein
Mycgr3G97613,Putative uncharacterized protein
Mycgr3G97615,Putative uncharacterized protein
Mycgr3G97616,Putative uncharacterized protein
Mycgr3G97617,Putative uncharacterized protein
Mycgr3G97618,Putative uncharacterized protein
Mycgr3G97619,Putative uncharacterized protein
Mycgr3G97621,Putative uncharacterized protein
Mycgr3G97622,Putative uncharacterized protein
Mycgr3G97623,Putative uncharacterized protein
Mycgr3G97624,Putative uncharacterized protein
Mycgr3G97625,Putative uncharacterized protein
Mycgr3G97626,Putative uncharacterized protein
Mycgr3G97627,Putative uncharacterized protein
Mycgr3G97628,Putative uncharacterized protein
Mycgr3G97634,Putative uncharacterized protein
Mycgr3G97635,Putative uncharacterized protein
Mycgr3G97636,Putative uncharacterized protein
Mycgr3G97637,Putative uncharacterized protein
Mycgr3G97638,Putative uncharacterized protein
Mycgr3G97639,Putative uncharacterized protein
Mycgr3G97640,Putative uncharacterized protein
Mycgr3G97641,Putative uncharacterized protein
Mycgr3G97642,Putative uncharacterized protein
Mycgr3G97643,Putative uncharacterized protein
Mycgr3G97646,Putative uncharacterized protein
Mycgr3G97649,Putative uncharacterized protein
Mycgr3G97650,Putative uncharacterized protein
Mycgr3G97651,Putative uncharacterized protein
Mycgr3G97653,Putative uncharacterized protein
Mycgr3G97654,Putative uncharacterized protein
Mycgr3G97655,Putative uncharacterized protein
Mycgr3G97656,Putative uncharacterized protein
Mycgr3G97657,Putative uncharacterized protein
Mycgr3G97658,Putative uncharacterized protein
Mycgr3G97659,Putative uncharacterized protein
Mycgr3G97660,Putative uncharacterized protein
Mycgr3G97661,Putative uncharacterized protein
Mycgr3G97662,Putative uncharacterized protein
Mycgr3G97663,Putative uncharacterized protein
Mycgr3G97664,Putative uncharacterized protein
Mycgr3G97665,Putative uncharacterized protein
Mycgr3G97666,Putative uncharacterized protein
Mycgr3G97667,Putative uncharacterized protein
Mycgr3G97668,Putative uncharacterized protein
Mycgr3G97669,Putative uncharacterized protein
Mycgr3G97670,Putative uncharacterized protein
Mycgr3G97672,Putative uncharacterized protein
Mycgr3G97673,Putative uncharacterized protein
Mycgr3G97674,Putative uncharacterized protein
Mycgr3G97675,Putative uncharacterized protein
Mycgr3G97676,Putative uncharacterized protein
Mycgr3G97678,Putative uncharacterized protein
Mycgr3G97679,Putative uncharacterized protein
Mycgr3G97681,Putative uncharacterized protein
Mycgr3G97683,Putative uncharacterized protein
Mycgr3G97684,Putative uncharacterized protein
Mycgr3G97685,Putative uncharacterized protein
Mycgr3G97687,Putative uncharacterized protein
Mycgr3G97688,Putative uncharacterized protein
Mycgr3G97689,Putative uncharacterized protein
Mycgr3G97690,Putative uncharacterized protein
Mycgr3G97693,Putative uncharacterized protein
Mycgr3G97694,Putative uncharacterized protein
Mycgr3G97695,Putative uncharacterized protein
Mycgr3G97696,Putative uncharacterized protein
Mycgr3G97697,Putative uncharacterized protein
Mycgr3G97699,Putative uncharacterized protein
Mycgr3G97702,Putative uncharacterized protein
Mycgr3G97703,Putative uncharacterized protein
Mycgr3G97705,Putative uncharacterized protein
Mycgr3G97706,Putative uncharacterized protein
Mycgr3G97707,Putative uncharacterized protein
Mycgr3G97708,Putative uncharacterized protein
Mycgr3G97709,Putative uncharacterized protein
Mycgr3G97710,Putative uncharacterized protein
Mycgr3G97711,Putative uncharacterized protein
Mycgr3G97712,Putative uncharacterized protein
Mycgr3G97713,Putative uncharacterized protein
Mycgr3G97714,Putative uncharacterized protein
Mycgr3G97715,Putative uncharacterized protein
Mycgr3G97716,Putative uncharacterized protein
Mycgr3G97717,Putative uncharacterized protein
Mycgr3G97719,Putative uncharacterized protein
Mycgr3G97720,Putative uncharacterized protein
Mycgr3G97721,Putative uncharacterized protein
Mycgr3G97722,Putative uncharacterized protein
Mycgr3G97723,Putative uncharacterized protein
Mycgr3G97724,Putative uncharacterized protein
Mycgr3G97725,Putative uncharacterized protein
Mycgr3G97727,Putative uncharacterized protein
Mycgr3G97728,Putative uncharacterized protein
Mycgr3G97729,Putative uncharacterized protein
Mycgr3G97730,Putative uncharacterized protein
Mycgr3G97731,Putative uncharacterized protein
Mycgr3G97732,Putative uncharacterized protein
Mycgr3G97733,Putative uncharacterized protein
Mycgr3G97734,Putative uncharacterized protein
Mycgr3G97735,Putative uncharacterized protein
Mycgr3G97736,Putative uncharacterized protein
Mycgr3G97737,Putative uncharacterized protein
Mycgr3G97738,Putative uncharacterized protein
Mycgr3G97739,Putative uncharacterized protein
Mycgr3G97740,Putative uncharacterized protein
Mycgr3G97741,Putative uncharacterized protein
Mycgr3G97742,Putative uncharacterized protein
Mycgr3G97743,Putative uncharacterized protein
Mycgr3G97744,Putative uncharacterized protein
Mycgr3G97745,Putative uncharacterized protein
Mycgr3G97746,Putative uncharacterized protein
Mycgr3G97747,Putative uncharacterized protein
Mycgr3G97748,Putative uncharacterized protein
Mycgr3G97749,Putative uncharacterized protein
Mycgr3G97750,Putative uncharacterized protein
Mycgr3G97751,Putative uncharacterized protein
Mycgr3G97752,Putative uncharacterized protein
Mycgr3G97753,Putative uncharacterized protein
Mycgr3G97755,Putative uncharacterized protein
Mycgr3G97756,Putative uncharacterized protein
Mycgr3G97757,Putative uncharacterized protein
Mycgr3G97759,Putative uncharacterized protein
Mycgr3G97761,Putative uncharacterized protein
Mycgr3G97762,Putative uncharacterized protein
Mycgr3G97763,Putative uncharacterized protein
Mycgr3G97764,Putative uncharacterized protein
Mycgr3G97765,Putative uncharacterized protein
Mycgr3G97766,Putative uncharacterized protein
Mycgr3G97767,Putative uncharacterized protein
Mycgr3G97768,Putative uncharacterized protein
Mycgr3G97770,Putative uncharacterized protein
Mycgr3G97771,Putative uncharacterized protein
Mycgr3G97772,Putative uncharacterized protein
Mycgr3G97773,Putative uncharacterized protein
Mycgr3G97774,Putative uncharacterized protein
Mycgr3G97775,Putative uncharacterized protein
Mycgr3G97776,Putative uncharacterized protein
Mycgr3G97777,Putative uncharacterized protein
Mycgr3G97779,Putative uncharacterized protein
Mycgr3G97780,Putative uncharacterized protein
Mycgr3G97781,Putative uncharacterized protein
Mycgr3G97782,Putative uncharacterized protein
Mycgr3G97783,Putative uncharacterized protein
Mycgr3G97784,Putative uncharacterized protein
Mycgr3G97785,Putative uncharacterized protein
Mycgr3G97786,Putative uncharacterized protein
Mycgr3G97787,Putative uncharacterized protein
Mycgr3G97788,Putative uncharacterized protein
Mycgr3G97790,Putative uncharacterized protein
Mycgr3G97791,Putative uncharacterized protein
Mycgr3G97792,Putative uncharacterized protein
Mycgr3G97793,Putative uncharacterized protein
Mycgr3G97794,Putative uncharacterized protein
Mycgr3G97795,Putative uncharacterized protein
Mycgr3G97796,Putative uncharacterized protein
Mycgr3G97797,Putative uncharacterized protein
Mycgr3G97798,Putative uncharacterized protein
Mycgr3G97799,Putative uncharacterized protein
Mycgr3G97800,Putative uncharacterized protein
Mycgr3G97801,Putative uncharacterized protein
Mycgr3G97802,Putative uncharacterized protein
Mycgr3G97803,Putative uncharacterized protein
Mycgr3G97804,Putative uncharacterized protein
Mycgr3G97805,Putative uncharacterized protein
Mycgr3G97806,Putative uncharacterized protein
Mycgr3G97807,Putative uncharacterized protein
Mycgr3G97808,Putative uncharacterized protein
Mycgr3G97809,Putative uncharacterized protein
Mycgr3G97810,Putative uncharacterized protein
Mycgr3G97812,Putative uncharacterized protein
Mycgr3G97813,Putative uncharacterized protein
Mycgr3G97815,Putative uncharacterized protein
Mycgr3G97817,Putative uncharacterized protein
Mycgr3G97818,Putative uncharacterized protein
Mycgr3G97819,Putative uncharacterized protein
Mycgr3G97820,Putative uncharacterized protein
Mycgr3G97821,Putative uncharacterized protein
Mycgr3G97823,Putative uncharacterized protein
Mycgr3G97824,Putative uncharacterized protein
Mycgr3G97825,Putative uncharacterized protein
Mycgr3G97826,Putative uncharacterized protein
Mycgr3G97827,Putative uncharacterized protein
Mycgr3G97829,Putative uncharacterized protein
Mycgr3G97830,Putative uncharacterized protein
Mycgr3G97831,Putative uncharacterized protein
Mycgr3G97832,Putative uncharacterized protein
Mycgr3G97833,Putative uncharacterized protein
Mycgr3G97835,Putative uncharacterized protein
Mycgr3G97836,Putative uncharacterized protein
Mycgr3G97837,Putative uncharacterized protein
Mycgr3G97838,Putative uncharacterized protein
Mycgr3G97839,Putative uncharacterized protein
Mycgr3G97840,Putative uncharacterized protein
Mycgr3G97841,Putative uncharacterized protein
Mycgr3G97842,Putative uncharacterized protein
Mycgr3G97843,Putative uncharacterized protein
Mycgr3G97845,Putative uncharacterized protein
Mycgr3G97846,Putative uncharacterized protein
Mycgr3G97847,Putative uncharacterized protein
Mycgr3G97848,Putative uncharacterized protein
Mycgr3G97851,Putative uncharacterized protein
Mycgr3G97852,Putative uncharacterized protein
Mycgr3G97853,Putative uncharacterized protein
Mycgr3G97854,Putative uncharacterized protein
Mycgr3G97857,Putative uncharacterized protein
Mycgr3G97858,Putative uncharacterized protein
Mycgr3G97860,Putative uncharacterized protein
Mycgr3G97861,Putative uncharacterized protein
Mycgr3G97862,Putative uncharacterized protein
Mycgr3G97865,Putative uncharacterized protein
Mycgr3G97866,Putative uncharacterized protein
Mycgr3G97867,Putative uncharacterized protein
Mycgr3G97868,Putative uncharacterized protein
Mycgr3G97869,Putative uncharacterized protein
Mycgr3G97870,Putative uncharacterized protein
Mycgr3G97872,Putative uncharacterized protein
Mycgr3G97873,Putative uncharacterized protein
Mycgr3G97875,Putative uncharacterized protein
Mycgr3G97877,Putative uncharacterized protein
Mycgr3G97878,Putative uncharacterized protein
Mycgr3G97879,Putative uncharacterized protein
Mycgr3G9788,Polyketide synthase
Mycgr3G97880,Putative uncharacterized protein
Mycgr3G97881,Putative uncharacterized protein
Mycgr3G97883,Putative uncharacterized protein
Mycgr3G97885,Putative uncharacterized protein
Mycgr3G97892,Putative uncharacterized protein
Mycgr3G97893,Putative uncharacterized protein
Mycgr3G97896,Putative uncharacterized protein
Mycgr3G97898,Putative uncharacterized protein
Mycgr3G97901,Putative uncharacterized protein
Mycgr3G97902,Putative uncharacterized protein
Mycgr3G97903,Putative uncharacterized protein
Mycgr3G97904,Putative uncharacterized protein
Mycgr3G97905,Putative uncharacterized protein
Mycgr3G97906,Putative uncharacterized protein
Mycgr3G97907,Putative uncharacterized protein
Mycgr3G97908,Putative uncharacterized protein
Mycgr3G97909,Putative uncharacterized protein
Mycgr3G97910,Putative uncharacterized protein
Mycgr3G97911,Putative uncharacterized protein
Mycgr3G97912,Putative uncharacterized protein
Mycgr3G97913,Putative uncharacterized protein
Mycgr3G97914,Putative uncharacterized protein
Mycgr3G97915,Putative uncharacterized protein
Mycgr3G97917,Putative uncharacterized protein
Mycgr3G97919,Putative uncharacterized protein
Mycgr3G97920,Putative uncharacterized protein
Mycgr3G97921,Putative uncharacterized protein
Mycgr3G97922,Putative uncharacterized protein
Mycgr3G97925,Putative uncharacterized protein
Mycgr3G97926,Putative uncharacterized protein
Mycgr3G97928,Putative uncharacterized protein
Mycgr3G97929,Putative uncharacterized protein
Mycgr3G97930,Putative uncharacterized protein
Mycgr3G97931,Putative uncharacterized protein
Mycgr3G97932,Putative uncharacterized protein
Mycgr3G97933,Putative uncharacterized protein
Mycgr3G97935,Putative uncharacterized protein
Mycgr3G97936,Putative uncharacterized protein
Mycgr3G97937,Putative uncharacterized protein
Mycgr3G97938,Putative uncharacterized protein
Mycgr3G97939,Putative uncharacterized protein
Mycgr3G97940,Putative uncharacterized protein
Mycgr3G97941,Putative uncharacterized protein
Mycgr3G97942,Putative uncharacterized protein
Mycgr3G97943,Putative uncharacterized protein
Mycgr3G97944,Putative uncharacterized protein
Mycgr3G97945,Putative uncharacterized protein
Mycgr3G97946,Putative uncharacterized protein
Mycgr3G97948,Putative uncharacterized protein
